"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
"5582","South Yarra","202/8 Bond St",2,"u",850000,"PI","Kay",2016-12-03,3.3,3141,2,2,2,0,86,2014,"Stonnington",-37.8411,144.9944,"Southern Metropolitan",14887
"5583","South Yarra","43/100 Commercial Rd",3,"u",1230000,"S","Kay",2016-12-03,3.3,3141,3,2,2,0,138,1998,"Melbourne",-37.8453,144.9849,"Southern Metropolitan",14887
"5584","South Yarra","4/38 MacFarlan St",2,"u",965000,"S","hockingstuart",2016-12-03,3.3,3141,2,2,2,2143,NA,NA,"Stonnington",-37.8393,144.9886,"Southern Metropolitan",14887
"5585","South Yarra","413/35 Malcolm St",1,"u",315000,"PI","hockingstuart",2016-12-03,3.3,3141,1,1,0,14500,NA,2011,"Stonnington",-37.8372,144.9963,"Southern Metropolitan",14887
"5586","South Yarra","16 Oxford St",3,"h",1510000,"S","Kay",2016-12-03,3.3,3141,3,5,0,241,NA,NA,"Stonnington",-37.8407,144.9962,"Southern Metropolitan",14887
"5587","South Yarra","1906/229 Toorak Rd",1,"u",402000,"S","LITTLE",2016-12-03,3.3,3141,1,1,1,0,NA,2013,"Stonnington",-37.8392,144.9947,"Southern Metropolitan",14887
"5588","South Yarra","6/371 Toorak Rd",3,"u",1880000,"S","Abercromby's",2016-12-03,3.3,3141,3,2,2,0,NA,1968,"Stonnington",-37.8399,145.0003,"Southern Metropolitan",14887
"5589","South Yarra","2/53 Caroline St",1,"u",422000,"S","hockingstuart",2017-03-04,3.3,3141,1,1,0,0,NA,NA,"Stonnington",-37.837,144.9881,"Southern Metropolitan",14887
"5590","South Yarra","8/18 Darling St",2,"u",535000,"S","hockingstuart",2017-03-04,3.3,3141,2,1,1,0,64,1970,"Stonnington",-37.8374,144.9918,"Southern Metropolitan",14887
"5591","South Yarra","15/9 Darling St",2,"u",990000,"SA","Williams",2017-03-04,3.3,3141,2,2,2,0,38,2015,"Stonnington",-37.8379,144.9913,"Southern Metropolitan",14887
"5592","South Yarra","7/32 Marne St",2,"u",695000,"PI","Kay",2017-03-04,3.3,3141,2,1,0,0,79,1930,"Melbourne",-37.8361,144.9842,"Southern Metropolitan",14887
"5593","South Yarra","503/99 River St",2,"u",978500,"S","hockingstuart",2017-03-04,3.3,3141,2,2,2,17200,NA,2000,"Stonnington",-37.8361,144.9966,"Southern Metropolitan",14887
"5594","South Yarra","5/6 Tivoli Pl",2,"u",863000,"S","hockingstuart",2017-03-04,3.3,3141,2,2,1,742,NA,1950,"Melbourne",-37.8357,144.9867,"Southern Metropolitan",14887
"5595","South Yarra","6/176 Walsh St",2,"u",680000,"S","Jellis",2017-03-04,3.3,3141,2,1,1,0,NA,NA,"Melbourne",-37.8338,144.9858,"Southern Metropolitan",14887
"5596","South Yarra","1/47 Wilson St",2,"u",840000,"PI","Jellis",2017-03-04,3.3,3141,2,2,1,0,NA,2004,"Stonnington",-37.8439,144.9974,"Southern Metropolitan",14887
"5597","South Yarra","1106/1 Clara St",1,"u",450000,"SP","RT",2016-06-04,3.3,3141,1,1,1,0,NA,NA,"Stonnington",-37.8421,144.9978,"Southern Metropolitan",14887
"5598","South Yarra","29/100 Commercial Rd",3,"u",750000,"S","Marshall",2016-06-04,3.3,3141,3,2,2,0,NA,NA,"Melbourne",-37.8453,144.9849,"Southern Metropolitan",14887
"5599","South Yarra","13/55 Darling St",2,"u",650000,"PI","RT",2016-06-04,3.3,3141,2,1,1,0,NA,1986,"Stonnington",-37.8344,144.9916,"Southern Metropolitan",14887
"5600","South Yarra","10/34 MacFarlan St",2,"u",775000,"SP","hockingstuart",2016-06-04,3.3,3141,2,1,1,0,103,2000,"Stonnington",-37.8394,144.9886,"Southern Metropolitan",14887
"5601","South Yarra","20/30 Mona Pl",2,"u",572000,"SP","hockingstuart",2016-06-04,3.3,3141,2,1,1,0,73,1960,"Melbourne",-37.8368,144.9857,"Southern Metropolitan",14887
"5602","South Yarra","507/99 River St",1,"u",510000,"S","Beller",2016-06-04,3.3,3141,1,1,1,0,NA,2000,"Stonnington",-37.8361,144.9966,"Southern Metropolitan",14887
"5603","South Yarra","12 Witchwood Cl",3,"t",1460000,"PI","hockingstuart",2016-06-04,3.3,3141,2,2,1,181,148,1990,"Melbourne",-37.8334,144.9867,"Southern Metropolitan",14887
"5604","South Yarra","2/13 Motherwell St",1,"u",465000,"S","Biggin",2016-08-06,3.3,3141,1,1,1,0,NA,1970,"Stonnington",-37.8456,145.0005,"Southern Metropolitan",14887
"5605","South Yarra","402/89 River St",2,"u",801000,"S","Biggin",2016-08-06,3.3,3141,2,2,1,0,NA,2000,"Stonnington",-37.8361,144.9966,"Southern Metropolitan",14887
"5606","South Yarra","8/24 Fitzgerald St",2,"u",623500,"SP","hockingstuart",2016-05-07,3.3,3141,2,1,1,0,75,1970,"Stonnington",-37.8426,144.993,"Southern Metropolitan",14887
"5607","South Yarra","8/99 Osborne St",1,"u",409000,"S","Castran",2016-05-07,3.3,3141,1,1,1,0,45,1970,"Stonnington",-37.8414,144.991,"Southern Metropolitan",14887
"5608","South Yarra","12 Stables La",1,"u",370000,"SP","Marshall",2016-05-07,3.3,3141,1,1,1,0,NA,NA,"Stonnington",-37.8423,144.997,"Southern Metropolitan",14887
"5609","South Yarra","1/14 Arthur St",3,"t",1250000,"S","Kay",2016-11-07,3.3,3141,3,2,1,80,118,2003,"Stonnington",-37.8416,144.9923,"Southern Metropolitan",14887
"5610","South Yarra","308/700 Chapel St",1,"u",480000,"S","hockingstuart",2016-11-07,3.3,3141,1,1,1,0,NA,2000,"Stonnington",-37.8361,144.9966,"Southern Metropolitan",14887
"5611","South Yarra","29 MacFarlan St",2,"h",2325000,"S","RT",2016-11-07,3.3,3141,2,2,2,355,NA,NA,"Stonnington",-37.8392,144.9883,"Southern Metropolitan",14887
"5612","South Yarra","4/957 Punt Rd",2,"u",659000,"SP","Jellis",2016-11-07,3.3,3141,2,1,1,0,77,1940,"Melbourne",-37.8314,144.9877,"Southern Metropolitan",14887
"5613","South Yarra","19/110 Caroline St",2,"u",780000,"PI","Williams",2016-10-08,3.3,3141,2,1,1,0,75,1960,"Stonnington",-37.8343,144.9899,"Southern Metropolitan",14887
"5614","South Yarra","403/700 Chapel St",2,"u",865000,"S","Williams",2016-10-08,3.3,3141,2,2,1,0,NA,2000,"Stonnington",-37.8361,144.9966,"Southern Metropolitan",14887
"5615","South Yarra","26 Fawkner St",2,"h",1455000,"S","Jellis",2016-10-08,3.3,3141,2,1,0,225,94,1890,"Stonnington",-37.8421,144.9876,"Southern Metropolitan",14887
"5616","South Yarra","6/24 Kensington Rd",2,"t",1365000,"S","Kay",2016-10-08,3.3,3141,3,2,1,1302,NA,NA,"Stonnington",-37.8377,145.0021,"Southern Metropolitan",14887
"5617","South Yarra","9/372 Toorak Rd",1,"u",411000,"S","hockingstuart",2016-10-08,3.3,3141,1,1,1,1369,NA,NA,"Stonnington",-37.8405,145.0025,"Southern Metropolitan",14887
"5618","South Yarra","2/403 Toorak Rd",1,"u",360500,"S","hockingstuart",2016-10-08,3.3,3141,1,1,1,0,44,1960,"Stonnington",-37.8404,145.0045,"Southern Metropolitan",14887
"5619","South Yarra","2/1 Walsh St",2,"u",1300000,"PI","Williams",2016-10-08,3.3,3141,2,2,2,0,107,1986,"Melbourne",-37.8376,144.9847,"Southern Metropolitan",14887
"5620","South Yarra","6/1 Walsh St",2,"u",1300000,"PI","Williams",2016-10-08,3.3,3141,2,2,1,0,107,1980,"Melbourne",-37.8376,144.9847,"Southern Metropolitan",14887
"5621","South Yarra","1/35 Marne St",3,"u",1630000,"PI","Jellis",2016-09-10,3.3,3141,3,1,1,0,NA,NA,"Melbourne",-37.8359,144.9839,"Southern Metropolitan",14887
"5622","South Yarra","9/46 Darling St",2,"u",625000,"S","Williams",2016-12-10,3.3,3141,2,1,1,1283,NA,NA,"Stonnington",-37.8359,144.9921,"Southern Metropolitan",14887
"5623","South Yarra","20 Fawkner St",2,"h",2430000,"S","Biggin",2016-12-10,3.3,3141,2,1,2,367,NA,1985,"Stonnington",-37.842,144.9873,"Southern Metropolitan",14887
"5624","South Yarra","6/2 May Gr",1,"u",490000,"S","RT",2016-12-10,3.3,3141,1,1,1,0,NA,NA,"Stonnington",-37.8425,145.0009,"Southern Metropolitan",14887
"5625","South Yarra","8/44 Murphy St",1,"u",955000,"PI","Williams",2016-12-10,3.3,3141,1,1,1,0,85,NA,"Stonnington",-37.8357,144.991,"Southern Metropolitan",14887
"5626","South Yarra","6/97 Osborne St",1,"u",380000,"S","hockingstuart",2016-12-10,3.3,3141,1,1,1,0,41,1980,"Stonnington",-37.8415,144.991,"Southern Metropolitan",14887
"5627","South Yarra","22/382 Toorak Rd",2,"u",601000,"S","Biggin",2016-12-10,3.3,3141,2,1,1,0,NA,1970,"Stonnington",-37.8406,145.0033,"Southern Metropolitan",14887
"5628","South Yarra","16/124 Caroline St",1,"u",450000,"PI","hockingstuart",2017-02-11,3.3,3141,1,1,0,0,NA,NA,"Stonnington",-37.8332,144.9901,"Southern Metropolitan",14887
"5629","South Yarra","33a Clara St",2,"h",1500000,"S","Castran",2016-06-12,3.3,3141,2,1,2,141,NA,NA,"Stonnington",-37.8408,144.9977,"Southern Metropolitan",14887
"5630","South Yarra","91/390 Toorak Rd",2,"u",1030000,"VB","Sotheby's",2016-06-12,3.3,3141,2,2,1,0,NA,NA,"Stonnington",-37.8407,145.0043,"Southern Metropolitan",14887
"5631","South Yarra","8/57 Adams St",1,"u",555000,"S","Williams",2016-11-12,3.3,3141,1,1,1,630,NA,NA,"Melbourne",-37.8356,144.9773,"Southern Metropolitan",14887
"5632","South Yarra","18 Avoca St",4,"h",5700000,"S","Castran",2016-11-12,3.3,3141,4,2,0,292,272,1880,"Stonnington",-37.8377,144.9894,"Southern Metropolitan",14887
"5633","South Yarra","40 Fawkner St",3,"h",2300000,"PI","Williams",2016-11-12,3.3,3141,3,2,1,350,NA,NA,"Stonnington",-37.8422,144.9884,"Southern Metropolitan",14887
"5634","South Yarra","18/33 Kensington Rd",1,"u",515000,"SP","hockingstuart",2016-11-12,3.3,3141,1,1,1,0,44,1970,"Stonnington",-37.8375,145.0012,"Southern Metropolitan",14887
"5635","South Yarra","76 Leopold St",3,"h",2695000,"PI","Marshall",2016-11-12,3.3,3141,3,2,1,215,200,1910,"Melbourne",-37.8361,144.9831,"Southern Metropolitan",14887
"5636","South Yarra","10 Luxton Rd",3,"h",2870000,"S","Marshall",2016-11-12,3.3,3141,3,2,2,350,NA,1880,"Stonnington",-37.8451,145.0019,"Southern Metropolitan",14887
"5637","South Yarra","1/63 Millswyn St",2,"u",805000,"S","Williams",2016-11-12,3.3,3141,2,1,1,0,NA,NA,"Melbourne",-37.8359,144.9801,"Southern Metropolitan",14887
"5638","South Yarra","10/432 Punt Rd",2,"u",370000,"PI","Hodges",2016-11-12,3.3,3141,2,1,1,0,NA,1970,"Stonnington",-37.8374,144.9871,"Southern Metropolitan",14887
"5639","South Yarra","19/877 Punt Rd",1,"u",360000,"VB","Owen",2016-11-12,3.3,3141,1,1,1,0,46,NA,"Melbourne",-37.8339,144.9872,"Southern Metropolitan",14887
"5640","South Yarra","12/219 Williams Rd",1,"u",310000,"PI","Buxton",2016-11-12,3.3,3141,1,1,1,0,40,1950,"Stonnington",-37.8444,145.0037,"Southern Metropolitan",14887
"5641","South Yarra","15 Powell St",2,"h",1036500,"S","hockingstuart",2016-08-13,3.3,3141,2,1,0,105,NA,NA,"Stonnington",-37.8403,144.9893,"Southern Metropolitan",14887
"5642","South Yarra","25/388 Toorak Rd",2,"u",627500,"S","hockingstuart",2016-08-13,3.3,3141,2,1,1,0,85,1970,"Stonnington",-37.8407,145.004,"Southern Metropolitan",14887
"5643","South Yarra","82/390 Toorak Rd",3,"u",1072000,"S","Kay",2016-08-13,3.3,3141,3,0,0,0,NA,NA,"Stonnington",-37.8407,145.0043,"Southern Metropolitan",14887
"5644","South Yarra","1107/12 Yarra St",1,"u",425000,"PI","Biggin",2016-08-13,3.3,3141,1,1,1,0,56,2007,"Stonnington",-37.837,144.9931,"Southern Metropolitan",14887
"5645","South Yarra","3/49 Osborne St",1,"u",330000,"VB","Jellis",2016-05-14,3.3,3141,1,1,1,0,47,1970,"Stonnington",-37.8437,144.9904,"Southern Metropolitan",14887
"5646","South Yarra","6/432 Punt Rd",2,"u",450000,"VB","hockingstuart",2016-05-14,3.3,3141,2,1,1,0,NA,NA,"Stonnington",-37.8374,144.9871,"Southern Metropolitan",14887
"5647","South Yarra","16/384 Toorak Rd",2,"u",550000,"S","hockingstuart",2016-05-14,3.3,3141,2,1,1,0,NA,NA,"Stonnington",-37.8406,145.0035,"Southern Metropolitan",14887
"5648","South Yarra","17/393 Toorak Rd",1,"u",4e+05,"S","LITTLE",2016-05-14,3.3,3141,1,1,1,1424,NA,NA,"Stonnington",-37.8402,145.0029,"Southern Metropolitan",14887
"5649","South Yarra","20 Argo St",3,"h",1700000,"S","hockingstuart",2016-10-15,3.3,3141,3,2,2,141,NA,1990,"Stonnington",-37.844,144.9867,"Southern Metropolitan",14887
"5650","South Yarra","10/7 Barnsbury Rd",2,"u",613000,"S","Kay",2016-10-15,3.3,3141,2,1,1,0,NA,1970,"Stonnington",-37.845,145.0012,"Southern Metropolitan",14887
"5651","South Yarra","8/101 Caroline St",2,"u",1240000,"S","RT",2016-10-15,3.3,3141,2,2,2,0,NA,NA,"Stonnington",-37.8343,144.9888,"Southern Metropolitan",14887
"5652","South Yarra","6/210 Domain Rd",2,"u",832000,"S","Williams",2016-10-15,3.3,3141,2,1,1,0,NA,1960,"Melbourne",-37.8342,144.9842,"Southern Metropolitan",14887
"5653","South Yarra","9/18 Kensington Rd",2,"u",693000,"S","Biggin",2016-10-15,3.3,3141,2,1,1,2122,64,1960,"Stonnington",-37.8383,145.0014,"Southern Metropolitan",14887
"5654","South Yarra","6/21 Kensington Rd",2,"u",551000,"S","Williams",2016-10-15,3.3,3141,2,1,0,0,NA,NA,"Stonnington",-37.8383,145.0011,"Southern Metropolitan",14887
"5655","South Yarra","7/31 Kensington Rd",3,"u",740000,"S","Biggin",2016-10-15,3.3,3141,3,1,1,0,NA,1970,"Stonnington",-37.8376,145.0012,"Southern Metropolitan",14887
"5656","South Yarra","3 Palermo St",3,"h",2285000,"S","Kay",2016-10-15,3.3,3141,3,2,2,221,135,1890,"Stonnington",-37.8416,144.9959,"Southern Metropolitan",14887
"5657","South Yarra","70 Park St",3,"h",3e+06,"VB","Marshall",2016-10-15,3.3,3141,3,3,2,191,175,1890,"Melbourne",-37.836,144.9824,"Southern Metropolitan",14887
"5658","South Yarra","407/57 Toorak Rd",1,"u",450000,"S","Hodges",2016-10-15,3.3,3141,1,1,1,0,NA,2013,"Stonnington",-37.8384,144.9886,"Southern Metropolitan",14887
"5659","South Yarra","608/20 Garden St",2,"u",515000,"VB","Harrington",2016-04-16,3.3,3141,2,1,1,734,65,2013,"Stonnington",-37.8433,144.9962,"Southern Metropolitan",14887
"5660","South Yarra","2/100 Commercial Rd",3,"u",805000,"S","Kay",2016-09-17,3.3,3141,3,2,3,6111,NA,NA,"Melbourne",-37.8453,144.9849,"Southern Metropolitan",14887
"5661","South Yarra","7/44 Darling St",2,"u",630000,"S","Thomson",2016-09-17,3.3,3141,2,1,1,0,NA,NA,"Stonnington",-37.8361,144.9921,"Southern Metropolitan",14887
"5662","South Yarra","15/2 Gordon Gr",2,"u",6e+05,"S","Jellis",2016-09-17,3.3,3141,2,1,2,0,72,1970,"Stonnington",-37.8336,144.9882,"Southern Metropolitan",14887
"5663","South Yarra","48 Howitt St",3,"h",1780000,"SP","Jellis",2016-09-17,3.3,3141,3,2,1,198,NA,NA,"Stonnington",-37.8472,145.0026,"Southern Metropolitan",14887
"5664","South Yarra","76 Osborne St",1,"h",2115000,"S","Marshall",2016-09-17,3.3,3141,1,1,1,569,NA,NA,"Stonnington",-37.8428,144.991,"Southern Metropolitan",14887
"5665","South Yarra","5/205 Williams Rd",1,"u",523000,"S","hockingstuart",2016-09-17,3.3,3141,1,1,0,0,NA,1940,"Stonnington",-37.8458,145.0034,"Southern Metropolitan",14887
"5666","South Yarra","2/234 Domain Rd",4,"u",2050000,"VB","RT",2017-03-18,3.3,3141,4,2,1,979,NA,NA,"Melbourne",-37.8344,144.9857,"Southern Metropolitan",14887
"5667","South Yarra","49 Leopold St",4,"h",2600000,"PI","Williams",2017-03-18,3.3,3141,4,2,2,141,127,1880,"Melbourne",-37.8366,144.9827,"Southern Metropolitan",14887
"5668","South Yarra","6/49 Osborne St",1,"u",320000,"VB","Jellis",2017-03-18,3.3,3141,1,1,0,0,47,1970,"Stonnington",-37.8437,144.9904,"Southern Metropolitan",14887
"5669","South Yarra","61 Osborne St",3,"h",2395000,"S","hockingstuart",2017-03-18,3.3,3141,3,1,2,442,NA,NA,"Stonnington",-37.8432,144.9906,"Southern Metropolitan",14887
"5670","South Yarra","103/334 Toorak Rd",2,"u",920000,"S","Wilson",2017-03-18,3.3,3141,2,2,0,0,NA,NA,"Stonnington",-37.84,144.9988,"Southern Metropolitan",14887
"5671","South Yarra","14/85 Caroline St",1,"u",4e+05,"S","hockingstuart",2016-06-18,3.3,3141,1,1,1,0,45,1960,"Stonnington",-37.8355,144.9884,"Southern Metropolitan",14887
"5672","South Yarra","37 Grosvenor St",3,"h",1810000,"S","hockingstuart",2016-06-18,3.3,3141,3,1,1,211,18,1906,"Stonnington",-37.8442,144.9928,"Southern Metropolitan",14887
"5673","South Yarra","8/28 The Righi",1,"u",612000,"S","hockingstuart",2016-06-18,3.3,3141,1,1,1,607,NA,NA,"Stonnington",-37.8328,144.9866,"Southern Metropolitan",14887
"5674","South Yarra","22/49 Walsh St",1,"u",567500,"S","hockingstuart",2016-11-19,3.3,3141,1,1,1,0,56,1970,"Melbourne",-37.8368,144.9848,"Southern Metropolitan",14887
"5675","South Yarra","3/38 Arnold St",1,"u",540000,"S","hockingstuart",2016-05-22,3.3,3141,1,1,1,480,53,1930,"Melbourne",-37.8356,144.9767,"Southern Metropolitan",14887
"5676","South Yarra","21/33 Murphy St",2,"u",803000,"S","hockingstuart",2016-05-22,3.3,3141,2,1,1,0,NA,NA,"Stonnington",-37.8374,144.9903,"Southern Metropolitan",14887
"5677","South Yarra","29 Nicholson St",3,"t",2010000,"VB","Kay",2016-05-22,3.3,3141,3,2,1,163,207,2016,"Stonnington",-37.8425,144.9877,"Southern Metropolitan",14887
"5678","South Yarra","62 Powell St",3,"h",1945000,"S","Jellis",2016-05-22,3.3,3141,3,2,1,194,148,1890,"Stonnington",-37.8395,144.9898,"Southern Metropolitan",14887
"5679","South Yarra","21 Ralston St",3,"h",906000,"S","Jellis",2016-05-22,3.3,3141,3,1,0,154,88,1920,"Stonnington",-37.8395,144.9868,"Southern Metropolitan",14887
"5680","South Yarra","24/384 Toorak Rd",1,"u",367000,"S","hockingstuart",2016-05-22,3.3,3141,1,1,0,0,42,1950,"Stonnington",-37.8406,145.0035,"Southern Metropolitan",14887
"5681","South Yarra","39 Hardy St",2,"h",1130000,"S","hockingstuart",2016-08-22,3.3,3141,2,1,1,132,77,1900,"Stonnington",-37.8446,144.9896,"Southern Metropolitan",14887
"5682","South Yarra","19/47 Rockley Rd",2,"u",5e+05,"VB","Abercromby's",2016-08-22,3.3,3141,2,1,1,0,73,1980,"Stonnington",-37.835,145.0002,"Southern Metropolitan",14887
"5683","South Yarra","1/949 Punt Rd",1,"u",310000,"SP","hockingstuart",2016-04-23,3.3,3141,1,1,1,0,37,1970,"Melbourne",-37.8319,144.9876,"Southern Metropolitan",14887
"5684","South Yarra","8 Cliff St",2,"h",1100000,"VB","Fletchers",2016-09-24,3.3,3141,2,1,0,176,81,1930,"Stonnington",-37.8436,144.9925,"Southern Metropolitan",14887
"5685","South Yarra","7/48 Cromwell Rd",1,"u",410000,"S","hockingstuart",2016-09-24,3.3,3141,1,1,0,0,48,1960,"Stonnington",-37.8427,145.0006,"Southern Metropolitan",14887
"5686","South Yarra","9 Moore St",3,"h",1125000,"PI","Thomson",2016-09-24,3.3,3141,2,1,0,146,89,1910,"Stonnington",-37.8454,144.9888,"Southern Metropolitan",14887
"5687","South Yarra","202/800 Chapel St",2,"u",840000,"S","Beller",2017-02-25,3.3,3141,2,2,1,0,92,2002,"Stonnington",-37.8361,144.9966,"Southern Metropolitan",14887
"5688","South Yarra","1/35 Cromwell Rd",3,"h",1400000,"VB","Marshall",2017-02-25,3.3,3141,3,2,2,0,172,2005,"Stonnington",-37.8433,145.0001,"Southern Metropolitan",14887
"5689","South Yarra","12/2 Gordon Gr",2,"u",635000,"S","Beller",2017-02-25,3.3,3141,2,1,1,855,NA,NA,"Stonnington",-37.8336,144.9882,"Southern Metropolitan",14887
"5690","South Yarra","4/30 Murphy St",2,"u",680500,"S","Williams",2017-02-25,3.3,3141,2,1,1,0,70,1970,"Stonnington",-37.837,144.9907,"Southern Metropolitan",14887
"5691","South Yarra","334 Punt Rd",3,"h",1800000,"VB","Jellis",2017-02-25,3.3,3141,3,2,3,510,NA,1900,"Stonnington",-37.8418,144.986,"Southern Metropolitan",14887
"5692","South Yarra","16h Stables La",1,"u",280000,"PI","Marshall",2017-02-25,3.3,3141,1,1,0,0,35,1910,"Stonnington",-37.8423,144.997,"Southern Metropolitan",14887
"5693","South Yarra","8/27 Kensington Rd",2,"u",613000,"S","hockingstuart",2016-07-26,3.3,3141,2,1,1,0,NA,NA,"Stonnington",-37.838,145.0011,"Southern Metropolitan",14887
"5694","South Yarra","4/943 Punt Rd",2,"u",520000,"SP","hockingstuart",2016-07-26,3.3,3141,2,1,1,0,62,1890,"Melbourne",-37.8323,144.9876,"Southern Metropolitan",14887
"5695","South Yarra","504/79 River St",2,"u",827000,"S","hockingstuart",2016-07-26,3.3,3141,2,2,2,17200,NA,2000,"Stonnington",-37.8361,144.9966,"Southern Metropolitan",14887
"5696","South Yarra","702/700 Chapel St",1,"u",510000,"SP","hockingstuart",2016-06-27,3.3,3141,1,1,1,0,NA,2000,"Stonnington",-37.8361,144.9966,"Southern Metropolitan",14887
"5697","South Yarra","6 Cliff St",2,"h",1200000,"PI","Jellis",2016-06-27,3.3,3141,2,1,0,176,84,1940,"Stonnington",-37.8436,144.9925,"Southern Metropolitan",14887
"5698","South Yarra","13/4 Gordon Gr",2,"u",480000,"S","Ray",2016-06-27,3.3,3141,2,1,1,0,61,1965,"Stonnington",-37.8337,144.9886,"Southern Metropolitan",14887
"5699","South Yarra","1/271 Williams Rd",2,"u",660000,"S","hockingstuart",2016-06-27,3.3,3141,2,1,1,0,NA,NA,"Stonnington",-37.8414,145.0043,"Southern Metropolitan",14887
"5700","South Yarra","6/16 Cromwell Rd",2,"u",470000,"VB","Jellis",2016-11-27,3.3,3141,2,1,1,0,NA,1970,"Stonnington",-37.845,145.0001,"Southern Metropolitan",14887
"5701","South Yarra","11/274 Domain Rd",2,"u",621500,"S","hockingstuart",2016-11-27,3.3,3141,2,1,1,0,NA,NA,"Stonnington",-37.835,144.9905,"Southern Metropolitan",14887
"5702","South Yarra","7 Motherwell St",4,"h",2667000,"S","Kay",2016-11-27,3.3,3141,4,3,2,446,NA,1900,"Stonnington",-37.8454,144.9989,"Southern Metropolitan",14887
"5703","South Yarra","68 Oban St",3,"h",2200000,"PI","Jellis",2016-11-27,3.3,3141,3,2,0,358,238,1915,"Stonnington",-37.8425,145.0031,"Southern Metropolitan",14887
"5704","South Yarra","366 Toorak Rd",3,"h",1700000,"S","Morrison",2016-11-27,3.3,3141,3,1,1,178,172,1894,"Stonnington",-37.8404,145.0022,"Southern Metropolitan",14887
"5705","South Yarra","2a Alexandra St",3,"h",1056800,"S","Jellis",2016-05-28,3.3,3141,3,2,1,90,NA,NA,"Stonnington",-37.8406,144.9864,"Southern Metropolitan",14887
"5706","South Yarra","40 Fawkner St",3,"h",2400000,"PI","Williams",2016-05-28,3.3,3141,3,2,1,350,NA,NA,"Stonnington",-37.8422,144.9884,"Southern Metropolitan",14887
"5707","South Yarra","3/4 Gordon Gr",1,"u",410000,"S","Biggin",2016-05-28,3.3,3141,1,1,1,0,NA,NA,"Stonnington",-37.8337,144.9886,"Southern Metropolitan",14887
"5708","South Yarra","9/501 Punt Rd",1,"u",260800,"S","Williams",2016-05-28,3.3,3141,2,1,0,0,NA,1960,"Melbourne",-37.8437,144.9852,"Southern Metropolitan",14887
"5709","South Yarra","33 Tyrone St",2,"h",1200000,"S","LITTLE",2016-05-28,3.3,3141,2,1,1,163,86,1900,"Stonnington",-37.8446,144.9879,"Southern Metropolitan",14887
"5710","South Yarra","36 Tyrone St",3,"h",1540000,"S","Marshall",2016-05-28,3.3,3141,3,2,1,149,140,2003,"Stonnington",-37.8448,144.9882,"Southern Metropolitan",14887
"5711","South Yarra","9/210 Domain Rd",2,"u",826000,"S","Jellis",2016-08-28,3.3,3141,2,1,1,0,79,1970,"Melbourne",-37.8342,144.9842,"Southern Metropolitan",14887
"5712","South Yarra","2/28 Tivoli Pl",2,"u",910000,"S","Williams",2016-08-28,3.3,3141,2,0,0,0,NA,NA,"Melbourne",-37.8357,144.9859,"Southern Metropolitan",14887
"5713","South Yarra","2/28 Walsh St",3,"t",1715000,"S","Williams",2016-08-28,3.3,3141,2,2,2,0,NA,NA,"Melbourne",-37.8374,144.9852,"Southern Metropolitan",14887
