"","opid","operator","atype","remarks","phase_of_flt","ac_mass","num_engs","date","time_of_day","state","height","speed","effect","sky","species","birds_seen","birds_struck"
"5500","BUS","BUSINESS","PA-32","GRAZED UPPER INBOARD NEXT TO DOOR. LANDED AT MONTICELLO, IN TO  INSPECT FOR DAMAGE. NONE FOUND.","Descent",1,1,1995-03-16,"Night","LA",1500,140,"None","No Cloud","GEESE",NA,"1"
"5501","UNF","UNION FLIGHTS","C-208","16""X 5""X1.5"" DEEP DENT IN L. WING LEAD. EDGE. NO INJURIES, MINOR  DAMAGE. FLT 831. TIME = 1843 PST","Climb",2,1,1995-03-16,"Dusk","CA",800,120,"Precautionary Landing","No Cloud","UNKNOWN BIRD - LARGE",NA,"1"
"5502","AAL","AMERICAN AIRLINES","MD-80","BIRD STRUCK F/O'S WINDSHIELD WITH A THUD AND DEFLECTED UP AND  OUTWARD. NO DAMAGE, JUST MESSY.","Landing Roll",4,2,1993-03-29,"Day","TX",0,120,"None","Overcast","UNKNOWN BIRD - SMALL","2-Oct","1"
"5503","ALO","ALLEGHENYAIRLINES","SHORTS 360","NO DAMAGE TO FLT 3965","Approach",3,2,1993-10-20,"Day","PA",30,104,"None","Overcast","GULLS",NA,"1"
"5504","DAL","DELTA AIR LINES","MD-88",NA,"Approach",4,2,1994-08-03,"Day","GA",200,135,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"5505","FLG","PINNACLE (FORMERLY EXPSAIRL 1)","BA-31 JETSTR",NA,"Climb",2,2,1994-11-11,"Day","IA",5,115,"None","No Cloud","SPARROWS",NA,"1"
"5506","FDX","FEDEX EXPRESS","MD-11",NA,"Landing Roll",4,3,1994-11-11,"Night","CA",0,110,"None","No Cloud","TERNS",NA,"2-Oct"
"5507","AAL","AMERICAN AIRLINES","B-727-200",NA,"Approach",4,3,1992-05-18,"Night","NY",1400,145,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"5508","NAE","NASHVILLE EAGLE","BA-31 JETSTR",NA,"Descent",2,2,1992-09-08,"Day","TN",4000,170,"None","No Cloud","BLACKBIRDS",NA,"2-Oct"
"5509","PVT","PRIVATELY OWNED","M-20","BLOOD STAINS ON PROP. NO DAMAGE.","Approach",1,1,1994-07-22,"Day","OH",300,80,"None","No Cloud","EUROPEAN STARLING",NA,"1"
"5510","AAL","AMERICAN AIRLINES","B-727-200","WARNED BY TOWER AT LIFT OFF BUT UNABLE TO AVOID. NO DAMAGE NOTED  ON POST FLT. 3 HITS, 2 TO SIDE, 1 TO INBOARD LE OF L WING. ALL  GLANCING.","Climb",4,3,1992-10-29,"Dawn","WI",500,150,"None","Overcast","GEESE","11-100","2-Oct"
"5511","NWA","NORTHWEST AIRLINES","B-757-200","DCA-MEM","Climb",4,2,1995-02-08,"Dawn","DC",250,140,"None","No Cloud","GULLS","2-Oct","1"
"5512","USA","US AIRWAYS","B-737-300",NA,"Climb",4,2,1993-09-13,"Dawn","NY",50,150,"None","Overcast","UNKNOWN BIRD - MEDIUM","2-Oct","2-Oct"
"5513","BUS","BUSINESS","B-STEARMAN","LOWER RIGHT WING","Approach",1,1,1994-09-17,"Dusk","MT",3600,95,"None","No Cloud","HAWKS",NA,"1"
"5514","USA","US AIRWAYS","FK-100","BIRD STRIKE JUST BELOW AND ABOVE CO-PILOT WINDSHIELD.","Approach",4,2,1994-01-30,"Day","NC",75,135,"None","Overcast","BLACKBIRDS","11-100","2-Oct"
"5515","AAL","AMERICAN AIRLINES","DC-9-80","BIRD HIT SIDE WINDOW AFT OF F/O'S SLIDING WINDOW. NO APPARENT  DAMGE TO FLT CONTROLS. ENGS OPERATED NORMALLY. I ADVISED DEPT  CONTROL, COMPANY DISPATCH & OPS AT CMH. NASHVILLE MAINT CONFIRMED  NO DAMAGE.","Climb",4,2,1992-02-11,"Day","GA",600,150,"None","Overcast","UNKNOWN BIRD - SMALL","2-Oct","1"
"5516","AWI","AIR WISCONSIN AIRLINES","BA-146","HIT A FLOCK OF SWALLOWS. NO DAMAGE.","Climb",4,4,1992-09-11,"Day","IA",100,140,NA,"No Cloud","SWALLOWS","2-Oct","2-Oct"
"5517","EGF","AMERICAN EAGLE AIRLINES","SAAB-340","NO DAMAGE OR INJURIES.","Landing Roll",3,2,1993-09-28,"Night","AL",0,120,"None","No Cloud","EASTERN MEADOWLARK",NA,"1"
"5518","RFA","RALEIGH FLYING","C-152","NO DAMAGE.  BIRD STRUCK ON THE ROOT OF RT WING WHERE IT JOINS   FUSELAGE.  ONLY 3 SMALL SPOTS OF BLOOD ON THE WING.","Approach",1,1,1992-01-24,"Day","NC",10,50,"None","No Cloud","SPARROWS","2-Oct","1"
"5519","AAL","AMERICAN AIRLINES","MD-82",NA,"Take-off run",4,2,1992-12-05,"Dawn","TX",0,140,"None","Overcast","UNKNOWN BIRD - SMALL",NA,"1"
"5520","SDU","WESTAIR COMMUTER","EMB-120","WHITE OWL","Approach",3,2,1994-05-12,"Night","CA",100,120,"None","No Cloud","OWLS",NA,"1"
"5521","DAL","DELTA AIR LINES","B-727-200","FLT 6822 HAD MINIMAL DAMAGE. TIME = 0735LCL.","Climb",4,3,1994-06-21,"Day","NY",50,140,"None","No Cloud","GULLS",NA,"1"
"5522","USA","US AIRWAYS","B-737",NA,"Approach",4,2,1995-01-12,"Day","NC",30,138,"None","Overcast","HAWKS",NA,"1"
"5523","USA","US AIRWAYS","B-737-300","BIRD STRUCK RADOME AND WAS INGESTED IN #1 ENG.","Landing Roll",4,2,1995-01-12,"Day","ME",0,115,"None","Overcast","GULLS",NA,"1"
"5524","AAL","AMERICAN AIRLINES","A-300",NA,"Take-off run",4,2,1995-08-18,"Day","FL",0,135,"None","No Cloud","UNKNOWN BIRD",NA,"1"
"5525","AAL","AMERICAN AIRLINES","B-727-200","BIRD NON-MIGRATORY YELLOW & GRAY/BROWN, MEADOWLARK? NO ABNORMAL  INDICATIONS.","Take-off run",4,3,1993-04-19,"Day","TX",0,115,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"5526","ABX","ABX AIR (was AIRBORNE EXPRESS)","DC-9","SANDPIPER AND RED-TAILED HAWK.","Take-off run",4,2,1994-06-03,"Day","NY",0,130,"None","No Cloud","RED-TAILED HAWK",NA,"2-Oct"
"5527","AAL","AMERICAN AIRLINES","MD-80 SERIES","NO DAMAGE. SPARROW SIZED BIRDS. WARNING ON ATIS.","Approach",4,2,1992-08-20,"Day","NC",8000,210,NA,"Overcast","UNKNOWN BIRD - SMALL",NA,"1"
"5528","FDX","FEDEX EXPRESS","B-727","BIRD HIT RT SIDE OF A/C. NO DAMAGE/INJURY. FLT 224.","Approach",4,3,1991-03-08,"Night","KY",2500,210,NA,"No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"5529","BUS","BUSINESS","PA-31 NAVAJO",NA,"Approach",2,2,1995-02-07,"Day","WI",900,150,"None","Some Cloud","UNKNOWN BIRD - LARGE",NA,"1"
"5530","AAL","AMERICAN AIRLINES","MD-82","NO DAMAGE REPTD BY DEPARTING A/C.","Climb",4,2,1993-05-15,"Day","CA",200,150,"None","Some Cloud","DOVES",NA,"1"
"5531","USA","US AIRWAYS","B-737-300",NA,"Approach",4,2,1994-09-16,"Day","LA",500,135,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"5532","BUS","BUSINESS","GULFSTRM II",NA,"Landing Roll",4,2,1994-10-16,NA,"PA",0,128,"None","No Cloud","ROCK PIGEON",NA,"1"
"5533","BUS","BUSINESS","PA-28",NA,"Landing Roll",1,1,1992-04-23,"Day","PA",0,60,"None","No Cloud","GULLS","2-Oct","2-Oct"
"5534","SWA","SOUTHWEST AIRLINES","B-737-300",NA,"Approach",4,2,1995-05-20,"Night","TX",100,125,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"5535","USA","US AIRWAYS","B-737-300",NA,"Approach",4,2,1993-05-20,"Day","CA",50,140,"None","No Cloud","UNKNOWN BIRD - SMALL","2-Oct","1"
"5536","BUS","BUSINESS","DC-9",NA,"Approach",4,2,1994-07-15,"Day","SC",100,135,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"5537","BUS","BUSINESS","C-425","PILOT STATED HIT HIT 2 SMALL BIRDS ON T/O ROLL. NO DAMAGE.","Take-off run",2,2,1992-08-06,"Day","WV",0,60,"None","Some Cloud","UNKNOWN BIRD - SMALL","2-Oct","2-Oct"
"5538","SWA","SOUTHWEST AIRLINES","B-737-300","NO DAMAGE/INJURY. MAY HAVE BEEN PIGEON.","Approach",4,2,1991-09-12,"Day","TX",200,130,NA,"No Cloud","UNKNOWN BIRD - MEDIUM","2-Oct","2-Oct"
"5539","USA","US AIRWAYS","DC-9-30","NO DAMAGE FOUND","Landing Roll",4,2,1995-07-30,"Day","NY",0,100,"None","No Cloud","KILLDEER","2-Oct","1"
"5540","FLG","PINNACLE (FORMERLY EXPSAIRL 1)","SAAB-340","NO DAMAGE TO A/C, NO BLOOD OR FEATHERS FOUND, APPARENTLY THE PROP  BATTED THE BIRD OUT OF THE WAY.  RWY INSPN REVEALED NO BIRD OR  REMAINS. TIME = 2326Z. ENCOUNTERED ABOUT 12 STARLINGS. A/C TAXIED  BACK FOR INSPN. FLT DEPTS W/O INCIDENT.","Climb",3,2,1991-12-31,"Dusk","LA",20,100,"Aborted Take-off","No Cloud","EUROPEAN STARLING","11-100","1"
"5541","AAL","AMERICAN AIRLINES","MD-80","FLT1517","Landing Roll",4,2,1993-07-19,"Day","IL",0,100,"None","Overcast","DUCKS",NA,"1"
"5542","SDU","WESTAIR COMMUTER","BA-31 JETSTR",NA,"Take-off run",2,2,1995-03-02,"Day","CA",0,60,"None","Overcast","GULLS",NA,"2-Oct"
"5543","UAL","UNITED AIRLINES","B-737-300","FLT 1496 3 TURBINE BLADES DAMAGED, AIRFOIL DEFORMED. PILOT REPTD  STARLING WAS HIT AT T/O.  ENG MANU REPTD GULL HIT ON APPROACH.  ARRIVAL TIME = 1332 PST.","Take-off run",4,2,1995-03-02,"Day","CA",0,145,"Precautionary Landing","Some Cloud","GULLS","2-Oct","2-Oct"
"5544","BUS","BUSINESS","CITATION II","ENG # NOT GIVEN.  LOSS OF REVENUE AMT UNKN.  ENG INSPN REQD.","Approach",3,2,1993-09-16,"Day","RI",100,100,NA,"Overcast","GULLS","2-Oct","2-Oct"
"5545","PVT","PRIVATELY OWNED","PA-23-250",NA,"Climb",2,2,1993-03-30,"Night",NA,30,165,"None","Overcast","UNKNOWN BIRD",NA,"1"
"5546","ASA","ALASKA AIRLINES","B-737-400","TIME = 1015LCL. FLT 68.  ONE HIT LEFT SIDE OF A/C FORWARD OF L-1  DOOR. NO DAMAGE. CREW HEARD TWO HITS AND WERE UNABLE TO AVOID  WHAT APPEARED TO BE STARLING OR SMALL BIRDS LIKE THEM.","Landing Roll",4,2,1994-08-15,"Day","WA",0,135,"None","Overcast","EUROPEAN STARLING","2-Oct","2-Oct"
"5547","AAL","AMERICAN AIRLINES","B-757-200","STRUCK CENTER OF CAPTAIN'S WINDSHIELD","Approach",4,2,1994-05-11,"Day","TX",4000,180,"None","Overcast","UNKNOWN BIRD - SMALL",NA,"1"
"5548","AAL","AMERICAN AIRLINES","MD-82",NA,"Climb",4,2,1994-05-11,"Day","FL",3000,250,"None","Some Cloud","UNKNOWN BIRD - MEDIUM",NA,"2-Oct"
"5549","FFT","FRONTIER AIRLINES","B-737-200","ARCTIC TERNS AND GULL. NO DAMAGE.","Climb",4,2,1994-08-26,"Day","ND",12,140,NA,"No Cloud","GULLS","2-Oct","2-Oct"
"5550","AMT","ATA AIRLINES (AMERICAN TRANS A","L-1011",NA,"Approach",4,3,1994-11-22,"Day","FL",200,140,"None","No Cloud","GULLS",NA,"1"
"5551","GLA","GREAT LAKES AIRLINES","BE-1900","OUTBOARD FLAP & NOSE GEAR DOOR DAMAGED.  BIRD INGESTED THROUGH  INTAKE BUT NO INTERNAL ENG DAMAGE.","Approach",3,2,1992-04-14,"Day","IL",10,110,"None","Overcast","GULLS","11-100","2-Oct"
"5552","AAL","AMERICAN AIRLINES","B-727-100","ENCOUNTERED FLOCK OF BIRDS MOVING RT TO LFT ON RY DURING T/O  ROLL. NO EVIDENCE OF BIRDSTRIKE FOUND DURING INSPECTION AT  DESTINATION AIRPORT.","Take-off run",4,3,1993-01-14,"Night","LA",0,100,"None","Some Cloud","UNKNOWN BIRD - MEDIUM","2-Oct",NA
"5553","MTN","MOUNTAIN AIR CARGO","C-208","NO DAMAGE.","Landing Roll",2,1,1994-10-14,"Night","VA",0,120,"None","Some Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"5554","DAL","DELTA AIR LINES","A-310","NO DAMAGE.","Approach",4,2,1994-10-14,"Day","KY",300,130,NA,"Some Cloud","EUROPEAN STARLING","2-Oct","2-Oct"
"5555","PVT","PRIVATELY OWNED","C-152",NA,"Climb",1,1,1992-09-23,"Day","CA",2,50,"None","No Cloud","ROCK PIGEON",NA,"1"
"5556","EGF","AMERICAN EAGLE AIRLINES","BA-31 JETSTR","BIRDS SUCKED INTO ENG REQUIRING MAINT. & CANCELLATION OF  COMMERICAL FLIGHT.  12 BIRDS WERE STRUCK.","Landing Roll",2,2,1994-10-23,"Day","CA",0,100,"Other","Overcast","EUROPEAN STARLING",NA,"11-100"
"5557","KYC","AVATLANTIC","B-727-100","FLT 1212","Landing Roll",4,3,1995-09-08,"Day","PA",0,100,"None","Some Cloud","GULLS",NA,"1"
"5558","EGF","AMERICAN EAGLE AIRLINES","SAAB-340","NO DAMAGE.","Climb",3,2,1994-08-19,"Day","MD",50,80,"None","Some Cloud","GULLS",NA,"2-Oct"
"5559","AAL","AMERICAN AIRLINES","MD-80","NO DAMAGE","Take-off run",4,2,1993-07-13,"Day","TX",0,128,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"5560","AAL","AMERICAN AIRLINES","MD-80","NO DAMAGE","Approach",4,2,1995-07-31,"Night","AB",20,125,"None","Some Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"5561","UNK","UNKNOWN","C-500",NA,"Approach",2,2,1994-12-06,"Day","FL",50,90,"None","Some Cloud","EGRETS","11-100","1"
"5562","AMT","ATA AIRLINES (AMERICAN TRANS A","L-1011","HIT R/H WING LEADING EDGE, NO DAMAGE","Approach",4,3,1994-07-28,"Day","IL",500,130,"None","Some Cloud","EUROPEAN STARLING","2-Oct","2-Oct"
"5563","PDT","PIEDMONT AIRLINES","DHC8 DASH 8","NO DAMAGE.  PIEDMONT 3086","Approach",3,2,1994-10-02,"Night","FL",1200,130,"None","No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"5564","UAL","UNITED AIRLINES","BE-1900","UC125","Climb",3,2,1994-10-05,"Day","IL",700,150,"None","Some Cloud","DUCKS",NA,"1"
"5565","ASQ","ATLANTIC SOUTHEAST","EMB-120","NO DAMAGE. FLT 533.","Approach",3,2,1993-01-22,"Dusk","MS",400,140,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"5566","BUS","BUSINESS","BE-99",NA,"Approach",2,2,1991-08-25,"Day","NY",200,110,"None","Overcast","GULLS",NA,"1"
"5567","USA","US AIRWAYS","B-727",NA,"Climb",4,3,1994-12-28,"Dawn","NY",500,150,"None","No Cloud","UNKNOWN BIRD - MEDIUM",NA,"2-Oct"
"5568","AAL","AMERICAN AIRLINES","MD-82",NA,"Climb",4,2,1995-03-24,"Day","CO",5,150,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"5569","AAL","AMERICAN AIRLINES","B-727-200","DAMAGE WAS MINIMAL, TIE ROD TO ONE OF THE LEADING EDGE FLAPS WAS  BENT SLIGHTLY. MAINT. STRAIGHTENED IT AND RETD A/C TO SVC. NO  INJURIES.","Landing Roll",4,3,1992-07-01,"Day","FL",0,140,"None","No Cloud","UNKNOWN BIRD - LARGE",NA,"1"
"5570","AAL","AMERICAN AIRLINES","B-727-200","NO DAMAGE","Landing Roll",4,3,1992-08-08,"Day","MI",0,90,"None","Some Cloud","ROCK PIGEON","2-Oct","1"
"5571","AWI","AIR WISCONSIN AIRLINES","BA-146","NO DAMAGE","Take-off run",4,4,1992-07-25,"Day","IA",0,130,"None","Overcast","SPARROWS","2-Oct","2-Oct"
"5572","AAL","AMERICAN AIRLINES","FK-100","ONE BENT 1ST STAGE FAN BLADE.  BIRDS REMAINS LODGED THROUGHOUT #2  ENGINE.","Take-off run",4,2,1994-02-07,"Day","NE",0,130,NA,"No Cloud","HAWKS",NA,"1"
"5573","AAL","AMERICAN AIRLINES","MD-82","HAWK OR VULTURE PROBABLY HIT TIRE ON GEAR RETRACTION AS DEAD  BIRD WAS FOUND BUT NO SIGN OF DAMAGE TO A/C.","Climb",4,2,1994-09-24,"Day","TX",5,135,"None","No Cloud","HAWKS, EAGLES, VULTURES",NA,"1"
"5574","KFS","KALITTA CHARTERS","LEARJET-24",NA,"Climb",3,2,1994-02-21,"Day","VA",500,150,"None","Some Cloud","GULLS",NA,"1"
"5575","USA","US AIRWAYS","B-737","STRUCK AFT OF FIRST OFFICER'S WINDOW.FLT 2863","Approach",4,2,1994-06-25,"Day","NC",10,130,"None","Some Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"5576","SWA","SOUTHWEST AIRLINES","B-737-200","ONE BIRD HIT LEFT SIDE FUSELAGE BELOW CAPT'S WINDOW.","Approach",4,2,1994-08-05,"Day","MO",8000,250,"None","No Cloud","UNKNOWN BIRD - MEDIUM","2-Oct","2-Oct"
"5577","COA","CONTINENTAL AIRLINES","DC-9-30","MAINT FOR AIRLINE PERFORMED BIRD STRIKE INSPECTION AT NEW ORLEANS  INTL. AIRPORT. NO DAMAGE WAS NOTED & LOGBOOK SIGN OFF COMPLETED.","Landing Roll",4,2,1995-08-10,"Day","LA",0,137,"None","Some Cloud","UNKNOWN BIRD",NA,"1"
"5578","USA","US AIRWAYS","DC-9","BIRD HIT FUSELAGE JUST ABOVE COPILOTS WINDOW ON T/O ROLL.","Take-off run",4,2,1994-11-08,"Dusk","NH",0,123,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"5579","FDX","FEDEX EXPRESS","B-727","NO DAMAGE","Approach",4,3,1995-10-26,"Night","NJ",3000,200,"None","No Cloud","UNKNOWN BIRD - SMALL","2-Oct","1"
"5580","BTA","EXPRESSJET (CONTINENTAL EXPRS)","ATR-42",NA,"Approach",3,2,1995-11-06,"Night","NJ",800,140,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"5581","BUS","BUSINESS","PA-31 NAVAJO","NO INJURIES. DAMAGE ON RT LE OF WING AND FLAP. RT BOOT APPEARED  TO BE OK.  A/C SEEMED TO FLY AND PERFORM NORMALLY.","Approach",2,2,1993-05-05,"Night","KS",450,115,"Precautionary Landing","No Cloud","UNKNOWN BIRD",NA,"1"
"5582","AAL","AMERICAN AIRLINES","DC-10","NO DAMAGE FOUND","Approach",4,3,1991-09-09,"Day","PR",10,130,NA,"No Cloud","GULLS",NA,"1"
"5583","HAL","HAWAIIAN AIR","DC-9-50",NA,"Climb",4,2,1993-04-25,"Day","HI",200,150,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"5584","AAL","AMERICAN AIRLINES","MD-80","NO DAMAGE NOTED ON POST FLIGHT INSPTN.  MAINT. INSPTN RESULTS  UNKN AT THIS TIME.","Approach",4,2,1993-05-15,"Day","TX",30,125,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"5585","AAL","AMERICAN AIRLINES","MD-80","RAIN.","Landing Roll",4,2,1994-08-13,"Day","IL",0,110,"None","Overcast","GULLS",NA,"1"
"5586","DAL","DELTA AIR LINES","B-757-200","STRUCK RIGHT SIDE OF RADOME. NO DAMAGE ON POST FLIGHT INSPECTION","Approach",4,2,1994-08-30,"Day","GA",500,130,"None","Some Cloud","EUROPEAN STARLING","2-Oct","1"
"5587","DAL","DELTA AIR LINES","B-767","FLT1026. FLT CREW NEVER CALLED AFTER LANDING IN ATLANTA.  JACKSONVILLE APPROACH CONTACTED AIRLINE OPS; THEY REPTD NO DAMAGE  TO A/C. # BIRDS STRUCK NOT REPTD, ASSUME 1.","Climb",4,2,1995-12-08,"Day","FL",100,175,"None","Overcast","EUROPEAN STARLING","11-100","1"
"5588","USA","US AIRWAYS","B-737-400","REPLACED RADOME","Climb",4,2,1996-02-18,"Night","PA",500,185,"None","Overcast","GEESE",NA,"1"
"5589","HAL","HAWAIIAN AIR","DC-9","NO DAMAGE","Approach",4,2,1992-05-25,"Day","HI",50,130,"None","Some Cloud","DOVES","2-Oct","1"
"5590","BUS","BUSINESS","MBB BK117","BIRD STRUCK BY ROTOR, THRUST DOWN & ENTERED A/C THRU GREENHOUSE  WINDOW. EFFECT ON FLT AND EXTENT OF DAMAGE NOT REPTD. THERE WAS  LOSS OF REVENUE.","En Route",2,2,1995-04-02,"Night","FL",800,125,NA,"Some Cloud","GRACKLES",NA,"1"
"5591","PVT","PRIVATELY OWNED","SUKHOI SU-29","NOSEPLATE CRACKED, REMAINS IN/ON ENGINE.","Approach",1,1,1994-06-30,"Dusk","LA",10,100,"None","Some Cloud","PURPLE MARTIN",NA,"2-Oct"
"5592","PVT","PRIVATELY OWNED","PA-44 SEMINOLE",NA,"Landing Roll",2,2,1994-10-21,"Day","PA",0,85,"None","Some Cloud","MOURNING DOVE","2-Oct","2-Oct"
"5593","DAL","DELTA AIR LINES","MD-88","FLT FLT 246","Climb",4,2,1995-09-18,"Day","FL",10,130,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"5594","AAL","AMERICAN AIRLINES","DC-9-83","NO DAMAGE NOTED, NO SMALL FROM ENG. INGESTION","Approach",4,2,1994-05-12,"Dusk","TX",6000,210,"None","Some Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"5595","BUS","BUSINESS","GULFSTRM II","GOOSE HIT LEADING EDGE OF WING AND THEN HIT #2 ENGINE.  PILOT  ADVISED ""APPEARS"" NO DAMAGE.","Approach",4,2,1994-03-21,"Day","NE",1000,150,"None","No Cloud","CANADA GOOSE",NA,"1"
"5596","PVT","PRIVATELY OWNED","PA-28","DAMAGE TO VERTICAL STABILIZER","En Route",1,1,1994-03-22,"Day","GA",1600,118,"Precautionary Landing","No Cloud","CANADA GOOSE",NA,"1"
"5597","JIA","PSA AIRLINES","DORNIER 328","NO DAMAGE","Landing Roll",3,2,1995-07-01,"Day","PA",0,90,"None","Overcast","RED-TAILED HAWK",NA,"1"
"5598","BUS","BUSINESS","BA-ATP","TWO BIRDS INGESTED CAUSED FOUL SMELL IN CABIN. NO DAMAGE.","Climb",3,2,1995-04-18,"Day","IN",50,130,"None","No Cloud","SPARROWS","2-Oct","2-Oct"
"5599","PVT","PRIVATELY OWNED","C-172",NA,"Landing Roll",1,1,1994-02-21,"Day","SC",0,70,"None","No Cloud","UNKNOWN BIRD - LARGE",NA,"1"
"5600","UNK","UNKNOWN","C-560","1/2 X 2"" DENT IN LEADING EDGE.","Climb",1,2,1991-10-08,"Night","IL",3000,250,NA,"No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"5601","AAL","AMERICAN AIRLINES","FK-100",NA,"Climb",4,2,1994-08-09,"Day","TN",8,130,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"5602","GOV","GOVERNMENT","CITATION II","BIRD STRUCK L WING ROOT, DEFLECTED INTO L ENG. MOST OF BIRD WAS THEN THROWN BACK OUT THE FRONT. 4 COMPRESSOR BLADES BENT. HIGH  BY-PASS SHROUD WAS CUT AS BLADES BECAME UNBALANCED. SMALL AMT OF  BIRD WAS INGESTED INTO HI-BYPASS AREA WITH NO INTERNAL DAMAGE.","Climb",3,2,1992-07-03,"Dawn","TX",50,120,"Engine Shut Down","Some Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"5603","BUS","BUSINESS","LEARJET-55","DURING T/O ROLL WE BRIEFLY SAW, THEN HEARD THE SOUND OF STRIKING  A BIRD. CAUTIOUS ATTENTION WAS FOCUSED ON ENG GAUGES WHILE WE  ATTEMPTED TO DETERMINE THE EXTENT OF ANY DAMAGE. NO ABNORMAL  INDICATIONS OR FLIGHT CHARACTERISTICS PREVAILED SO WE CONTD TO  OUR DESTINATION. UPON POST-FLIGHT INSPECTION, A TRACE OF BLOOD &  A VERY SMALL INDENTATION WAS FOUND ON THE UNDERSIDE OF THE RIGHT  FLAP.","Take-off run",3,2,1993-09-27,"Dawn","OH",0,115,"None","Overcast","GULLS","2-Oct","1"
"5604","ASA","ALASKA AIRLINES","B-737","FLT 143.  STRUCK CO/PILOT SIDE WINDOW, NO DAMAGE.","Approach",4,2,1994-10-08,"Dawn","AK",2000,130,"None","Overcast","UNKNOWN BIRD",NA,"1"
"5605","DAL","DELTA AIR LINES","B-737-200","A/C STRUCK BIRD & ABORTED T/O. NO DAMAGE OR INJURIES.  A/C  SHUTDOWN FOR BRAKES TO COOL & PRECAUTIONARY INSPECTION.","Take-off run",4,2,1995-06-24,"Day","TN",0,120,"Engine Shut Down","Some Cloud","AMERICAN CROW","2-Oct","1"
"5606","USA","US AIRWAYS","B-737-300","FLT260, NO DAMAGE.","Approach",4,2,1994-09-13,"Day","PA",300,140,"None","No Cloud","GULLS",NA,"1"
"5607","PDT","PIEDMONT AIRLINES","B-737-200",NA,"Approach",4,2,1993-02-03,"Day","TX",40,125,"None","Overcast","UNKNOWN BIRD - SMALL",NA,"1"
"5608","GAA","BUSINESS EXPRESS","SAAB-340",NA,"Take-off run",3,2,1992-04-02,"Day","ME",0,110,"None","No Cloud","SPARROWS",NA,"1"
"5609","AAL","AMERICAN AIRLINES","MD-82","IMPACT AUDIBLE OF LOWER FORWARD FUSELAGE. NO ABNORMAL ENG.  INDICATIONS. A/C INSPECTED AFTER LANDING - NO DAMAGE.","Climb",4,2,1995-02-18,"Day","TX",350,145,"None","No Cloud","GULLS",NA,"1"
"5610","USA","US AIRWAYS","B-737","FLT346","Take-off run",4,2,1994-12-10,"Day","PA",0,120,"None","Overcast","UNKNOWN BIRD - SMALL","11-100","11-100"
"5611","SWA","SOUTHWEST AIRLINES","B-737-300","FLT1725 NO DAMAGE.","Take-off run",4,2,1994-11-03,"Day","CA",0,120,"None","No Cloud","SPARROWS",NA,"1"
"5612","GAA","BUSINESS EXPRESS","SAAB-340","ABORTED T/O TO EXAMINE A/C. NO DAMAGE","Take-off run",3,2,1993-09-12,"Day","ME",0,80,"Aborted Take-off","No Cloud","GULLS",NA,"1"
"5613","ACA","AIR CANADA","B-727","HIT BIRDS JUST AFTER T/O. CONTD TO DEST. FLT 911. MIA-CYYZ.  WARNING ON ATIS.","Climb",4,3,1992-09-07,"Day","FL",100,140,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"2-Oct"
"5614","AAL","AMERICAN AIRLINES","MD-82","NO DAMAGE.","Landing Roll",4,2,1992-08-14,"Day","VA",0,110,"None","Overcast","UNKNOWN BIRD - SMALL","2-Oct","1"
"5615","AAL","AMERICAN AIRLINES","MD-80","NO DAMAGE","Approach",4,2,1992-08-14,"Dawn","TX",20,123,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"5616","PVT","PRIVATELY OWNED","PA-28","PLANE OWNED BY EASTCOAST AERO CLUB 617 274-6322","Take-off run",1,1,1995-07-20,"Day","MA",0,45,"Aborted Take-off","Overcast","GULLS",NA,"1"
