"","X","Facility.HHS.Code","Facility.HHS.Desc","Last.Month.in.QTR","Triage.Category","Number.of.Attendances","Variation.in.the.number.of.attendances....","Patients.Seen.within.clinically.recommended.times....","Median.Waiting.time.to.treatment..minutes.","Patients.who.did.not.wait.for.treatment....","Patients.admitted.from.the.Emergency.Department....","Admissions.to.hospital.within.4.hours...."
"4904",498,201,"Royal Brisbane & Women's Hospital","Mar-24","1",419,128,100,0,NA,81,45
"4905",499,201,"Royal Brisbane & Women's Hospital","Mar-24","2",3403,-17,68,8,0,52,31
"4906",500,201,"Royal Brisbane & Women's Hospital","Mar-24","3",8479,4,48,32,4,42,26
"4907",501,201,"Royal Brisbane & Women's Hospital","Mar-24","4",8585,11,66,38,7,26,27
"4908",502,201,"Royal Brisbane & Women's Hospital","Mar-24","5",2059,-1,89,34,12,9,45
"4909",503,201,"Royal Brisbane & Women's Hospital","Mar-24","ALL",22945,3,62,28,5,35,29
"4910",504,202,"Queensland Children's Hospital","Mar-24","1",80,-4,100,1,NA,81,49
"4911",505,202,"Queensland Children's Hospital","Mar-24","2",2602,0,88,7,0,63,53
"4912",506,202,"Queensland Children's Hospital","Mar-24","3",6646,8,71,17,1,32,35
"4913",507,202,"Queensland Children's Hospital","Mar-24","4",8644,4,79,22,4,13,32
"4914",508,202,"Queensland Children's Hospital","Mar-24","5",1581,-3,94,29,6,5,57
"4915",509,202,"Queensland Children's Hospital","Mar-24","ALL",19553,4,78,16,3,26,41
"4916",510,211,"Atherton Hospital","Mar-24","1",28,-20,100,0,NA,61,29
"4917",511,211,"Atherton Hospital","Mar-24","2",466,-5,78,7,0,42,36
"4918",512,211,"Atherton Hospital","Mar-24","3",1704,10,63,23,2,27,30
"4919",513,211,"Atherton Hospital","Mar-24","4",2091,-4,60,48,9,7,40
"4920",514,211,"Atherton Hospital","Mar-24","5",805,-3,88,26,10,2,69
"4921",515,211,"Atherton Hospital","Mar-24","ALL",5094,0,67,27,6,16,34
"4922",516,212,"Babinda Hospital","Mar-24","1",2,-33,100,0,NA,NA,NA
"4923",517,212,"Babinda Hospital","Mar-24","2",39,-30,100,0,NA,28,91
"4924",518,212,"Babinda Hospital","Mar-24","3",134,-26,99,0,1,16,86
"4925",519,212,"Babinda Hospital","Mar-24","4",322,34,100,0,1,4,77
"4926",520,212,"Babinda Hospital","Mar-24","5",300,8,100,0,6,8,91
"4927",521,212,"Babinda Hospital","Mar-24","ALL",797,5,100,0,3,9,87
"4928",522,213,"Bamaga Hospital","Mar-24","1",10,233,90,0,NA,60,67
"4929",523,213,"Bamaga Hospital","Mar-24","2",111,37,90,3,1,44,84
"4930",524,213,"Bamaga Hospital","Mar-24","3",296,64,93,9,0,22,95
"4931",525,213,"Bamaga Hospital","Mar-24","4",616,5,95,10,2,5,97
"4932",526,213,"Bamaga Hospital","Mar-24","5",541,54,98,12,4,1,100
"4933",527,213,"Bamaga Hospital","Mar-24","ALL",1574,31,95,9,2,10,91
"4934",528,214,"Cairns Hospital","Mar-24","1",272,-2,100,0,NA,84,41
"4935",529,214,"Cairns Hospital","Mar-24","2",4378,13,77,7,0,52,30
"4936",530,214,"Cairns Hospital","Mar-24","3",10109,5,79,15,2,37,26
"4937",531,214,"Cairns Hospital","Mar-24","4",6820,-4,87,21,4,18,31
"4938",532,214,"Cairns Hospital","Mar-24","5",1171,8,95,23,7,7,42
"4939",533,214,"Cairns Hospital","Mar-24","ALL",22750,4,82,13,2,33,29
"4940",534,216,"Cooktown Hospital","Mar-24","1",5,-44,100,0,NA,40,50
"4941",535,216,"Cooktown Hospital","Mar-24","2",154,41,91,1,1,58,78
"4942",536,216,"Cooktown Hospital","Mar-24","3",397,-4,84,9,2,31,82
"4943",537,216,"Cooktown Hospital","Mar-24","4",932,24,81,23,5,7,89
"4944",538,216,"Cooktown Hospital","Mar-24","5",606,-1,93,25,7,3,72
"4945",539,216,"Cooktown Hospital","Mar-24","ALL",2094,10,86,16,5,14,82
"4946",540,222,"Innisfail Hospital","Mar-24","1",30,30,100,0,NA,37,36
"4947",541,222,"Innisfail Hospital","Mar-24","2",424,4,93,4,NA,41,71
"4948",542,222,"Innisfail Hospital","Mar-24","3",1274,14,69,17,1,24,66
"4949",543,222,"Innisfail Hospital","Mar-24","4",2035,15,68,34,5,6,52
"4950",544,222,"Innisfail Hospital","Mar-24","5",977,2,90,19,7,7,81
"4951",545,222,"Innisfail Hospital","Mar-24","ALL",4740,11,75,19,4,14,66
"4952",546,223,"Mareeba Hospital","Mar-24","1",96,12,100,0,NA,31,47
"4953",547,223,"Mareeba Hospital","Mar-24","2",634,14,72,8,0,38,48
"4954",548,223,"Mareeba Hospital","Mar-24","3",1651,11,70,20,1,18,54
"4955",549,223,"Mareeba Hospital","Mar-24","4",2376,0,71,35,4,5,46
"4956",550,223,"Mareeba Hospital","Mar-24","5",1718,5,86,39,6,1,62
"4957",551,223,"Mareeba Hospital","Mar-24","ALL",6475,6,75,24,4,11,50
"4958",552,224,"Mossman Hospital","Mar-24","1",21,5,100,0,NA,24,NA
"4959",553,224,"Mossman Hospital","Mar-24","2",348,-10,63,9,1,40,26
"4960",554,224,"Mossman Hospital","Mar-24","3",910,12,69,21,2,24,26
"4961",555,224,"Mossman Hospital","Mar-24","4",1480,13,71,36,5,8,41
"4962",556,224,"Mossman Hospital","Mar-24","5",1319,26,86,29,4,7,80
"4963",557,224,"Mossman Hospital","Mar-24","ALL",4078,14,73,25,4,14,38
"4964",558,226,"Thursday Island Hospital","Mar-24","1",5,0,100,0,NA,40,100
"4965",559,226,"Thursday Island Hospital","Mar-24","2",122,9,96,0,NA,38,72
"4966",560,226,"Thursday Island Hospital","Mar-24","3",243,-10,95,5,1,28,71
"4967",561,226,"Thursday Island Hospital","Mar-24","4",552,16,98,7,5,5,77
"4968",562,226,"Thursday Island Hospital","Mar-24","5",408,1,100,7,3,2,100
"4969",563,226,"Thursday Island Hospital","Mar-24","ALL",1330,5,98,6,3,12,74
"4970",564,227,"Tully Hospital","Mar-24","1",10,-52,100,0,NA,30,100
"4971",565,227,"Tully Hospital","Mar-24","2",187,-8,90,0,NA,26,54
"4972",566,227,"Tully Hospital","Mar-24","3",532,-18,92,0,1,18,64
"4973",567,227,"Tully Hospital","Mar-24","4",1371,6,91,0,4,4,56
"4974",568,227,"Tully Hospital","Mar-24","5",379,-5,94,2,8,1,100
"4975",569,227,"Tully Hospital","Mar-24","ALL",2479,-4,91,0,4,8,61
"4976",570,228,"Weipa Hospital","Mar-24","1",6,-14,100,0,NA,33,50
"4977",571,228,"Weipa Hospital","Mar-24","2",148,20,78,3,NA,47,64
"4978",572,228,"Weipa Hospital","Mar-24","3",334,-17,74,15,1,26,72
"4979",573,228,"Weipa Hospital","Mar-24","4",878,4,76,30,4,8,67
"4980",574,228,"Weipa Hospital","Mar-24","5",379,-41,95,29,5,2,75
"4981",575,228,"Weipa Hospital","Mar-24","ALL",1745,-14,80,22,3,13,68
"4982",576,243,"Cloncurry Hospital","Mar-24","1",1,0,100,0,NA,100,100
"4983",577,243,"Cloncurry Hospital","Mar-24","2",123,28,93,0,NA,39,94
"4984",578,243,"Cloncurry Hospital","Mar-24","3",297,7,94,5,1,13,85
"4985",579,243,"Cloncurry Hospital","Mar-24","4",416,-5,94,5,3,5,90
"4986",580,243,"Cloncurry Hospital","Mar-24","5",540,55,99,7,4,2,90
"4987",581,243,"Cloncurry Hospital","Mar-24","ALL",1377,19,95,5,3,9,90
"4988",582,245,"Julia Creek Hospital","Mar-24","1",1,0,100,0,NA,NA,NA
"4989",583,245,"Julia Creek Hospital","Mar-24","2",13,30,100,0,NA,23,100
"4990",584,245,"Julia Creek Hospital","Mar-24","3",40,29,97,0,3,5,100
"4991",585,245,"Julia Creek Hospital","Mar-24","4",63,9,98,1,2,NA,NA
"4992",586,245,"Julia Creek Hospital","Mar-24","5",275,18,100,0,NA,NA,NA
"4993",587,245,"Julia Creek Hospital","Mar-24","ALL",392,17,99,0,1,1,100
"4994",588,246,"Mount Isa Base Hospital","Mar-24","1",19,73,100,0,NA,42,38
"4995",589,246,"Mount Isa Base Hospital","Mar-24","2",769,9,85,6,1,48,51
"4996",590,246,"Mount Isa Base Hospital","Mar-24","3",2488,2,77,14,5,23,41
"4997",591,246,"Mount Isa Base Hospital","Mar-24","4",4183,10,76,32,9,7,45
"4998",592,246,"Mount Isa Base Hospital","Mar-24","5",1477,43,95,30,13,1,56
"4999",593,246,"Mount Isa Base Hospital","Mar-24","ALL",8936,12,80,20,8,14,45
"5000",594,247,"Normanton Hospital","Mar-24","1",1,NA,100,0,NA,100,100
"5001",595,247,"Normanton Hospital","Mar-24","2",27,-27,100,0,4,44,100
"5002",596,247,"Normanton Hospital","Mar-24","3",230,-2,96,0,1,37,93
"5003",597,247,"Normanton Hospital","Mar-24","4",287,12,99,0,1,21,93
"5004",598,247,"Normanton Hospital","Mar-24","5",149,30,100,0,3,12,89
"5005",599,247,"Normanton Hospital","Mar-24","ALL",694,8,98,0,2,26,93
"5006",600,249,"Mornington Island Hospital","Mar-24","1",0,-100,NA,0,NA,NA,NA
"5007",601,249,"Mornington Island Hospital","Mar-24","2",85,-17,96,0,NA,12,80
"5008",602,249,"Mornington Island Hospital","Mar-24","3",217,-23,96,0,1,6,83
"5009",603,249,"Mornington Island Hospital","Mar-24","4",689,-4,99,0,4,2,69
"5010",604,249,"Mornington Island Hospital","Mar-24","5",170,43,100,0,3,1,100
"5011",605,249,"Mornington Island Hospital","Mar-24","ALL",1161,-5,98,0,3,3,78
"5012",606,252,"Doomadgee Hospital","Mar-24","1",1,NA,100,0,NA,NA,NA
"5013",607,252,"Doomadgee Hospital","Mar-24","2",115,85,92,4,3,20,100
"5014",608,252,"Doomadgee Hospital","Mar-24","3",411,44,88,9,4,8,74
"5015",609,252,"Doomadgee Hospital","Mar-24","4",918,18,93,13,8,0,67
"5016",610,252,"Doomadgee Hospital","Mar-24","5",679,-36,97,10,3,0,100
"5017",611,252,"Doomadgee Hospital","Mar-24","ALL",2124,-3,93,10,5,3,85
"5018",612,934,"Robina Hospital","Mar-24","1",102,6,100,1,NA,57,48
"5019",613,934,"Robina Hospital","Mar-24","2",3809,19,63,8,0,42,38
"5020",614,934,"Robina Hospital","Mar-24","3",8731,6,76,15,2,38,35
"5021",615,934,"Robina Hospital","Mar-24","4",3761,-7,83,20,5,17,36
"5022",616,934,"Robina Hospital","Mar-24","5",391,2,90,20,13,9,29
"5023",617,934,"Robina Hospital","Mar-24","ALL",16794,5,75,14,3,34,36
"5024",618,936,"Gold Coast University Hospital","Mar-24","1",680,33,100,1,NA,71,42
"5025",619,936,"Gold Coast University Hospital","Mar-24","2",8580,9,64,7,1,40,21
"5026",620,936,"Gold Coast University Hospital","Mar-24","3",15554,4,70,14,3,31,17
"5027",621,936,"Gold Coast University Hospital","Mar-24","4",6961,-7,80,14,6,11,18
"5028",622,936,"Gold Coast University Hospital","Mar-24","5",532,-1,91,14,11,5,48
"5029",623,936,"Gold Coast University Hospital","Mar-24","ALL",32307,3,71,10,3,29,20
"5030",624,99999,"Queensland","Mar-24","1",5286,18,100,0,0,71,44
"5031",625,99999,"Queensland","Mar-24","2",105020,11,69,7,0,50,38
"5032",626,99999,"Queensland","Mar-24","3",250879,6,65,19,3,35,32
"5033",627,99999,"Queensland","Mar-24","4",189973,2,77,23,6,12,36
"5034",628,99999,"Queensland","Mar-24","5",52696,9,92,19,7,3,62
"5035",629,99999,"Queensland","Mar-24","ALL",603854,6,72,16,4,28,35
"5036",0,1,"Mater Hospital Brisbane Public","Mar-23","1",75,19,100,0,0,84,43
"5037",1,1,"Mater Hospital Brisbane Public","Mar-23","2",2186,14,57,9,0,52,41
"5038",2,1,"Mater Hospital Brisbane Public","Mar-23","3",6364,18,57,26,2,44,34
"5039",3,1,"Mater Hospital Brisbane Public","Mar-23","4",4312,11,75,32,6,22,46
"5040",4,1,"Mater Hospital Brisbane Public","Mar-23","5",638,-20,95,29,11,7,70
"5041",5,1,"Mater Hospital Brisbane Public","Mar-23","All",13575,12,65,24,3,37,38
"5042",6,4,"The Prince Charles Hospital","Mar-23","1",140,37,100,0,0,84,54
"5043",7,4,"The Prince Charles Hospital","Mar-23","2",4960,24,67,7,0,65,49
"5044",8,4,"The Prince Charles Hospital","Mar-23","3",13192,11,53,28,3,45,45
"5045",9,4,"The Prince Charles Hospital","Mar-23","4",9042,3,65,37,6,15,54
"5046",10,4,"The Prince Charles Hospital","Mar-23","5",1237,-11,88,30,7,10,88
"5047",11,4,"The Prince Charles Hospital","Mar-23","All",28571,9,61,24,3,38,48
"5048",12,11,"Princess Alexandra Hospital","Mar-23","1",655,0,100,2,0,91,58
"5049",13,11,"Princess Alexandra Hospital","Mar-23","2",4576,4,40,15,1,71,32
"5050",14,11,"Princess Alexandra Hospital","Mar-23","3",7956,12,50,31,2,50,30
"5051",15,11,"Princess Alexandra Hospital","Mar-23","4",3291,-2,77,31,4,24,23
"5052",16,11,"Princess Alexandra Hospital","Mar-23","5",884,-36,98,29,6,16,55
"5053",17,11,"Princess Alexandra Hospital","Mar-23","All",17362,2,56,25,2,50,32
"5054",18,15,"Ipswich Hospital","Mar-23","1",218,6,100,0,0,78,15
"5055",19,15,"Ipswich Hospital","Mar-23","2",5127,17,39,13,0,56,32
"5056",20,15,"Ipswich Hospital","Mar-23","3",9820,10,51,30,5,39,24
"5057",21,15,"Ipswich Hospital","Mar-23","4",4170,16,63,39,9,18,27
"5058",22,15,"Ipswich Hospital","Mar-23","5",548,0,84,36,15,6,50
"5059",23,15,"Ipswich Hospital","Mar-23","All",19883,12,52,24,5,39,27
"5060",24,16,"Redcliffe Hospital","Mar-23","1",88,-8,100,0,0,75,35
"5061",25,16,"Redcliffe Hospital","Mar-23","2",2371,6,71,7,0,54,44
"5062",26,16,"Redcliffe Hospital","Mar-23","3",8481,7,40,39,5,39,26
"5063",27,16,"Redcliffe Hospital","Mar-23","4",5798,9,59,50,9,20,27
"5064",28,16,"Redcliffe Hospital","Mar-23","5",868,-67,82,51,12,4,47
"5065",29,16,"Redcliffe Hospital","Mar-23","All",17606,-4,53,36,6,33,30
"5066",30,22,"Queen Elizabeth II Jubilee Hospital","Mar-23","1",97,-38,100,1,0,74,21
"5067",31,22,"Queen Elizabeth II Jubilee Hospital","Mar-23","2",3055,9,80,7,0,65,47
"5068",32,22,"Queen Elizabeth II Jubilee Hospital","Mar-23","3",9060,10,64,19,1,42,31
"5069",33,22,"Queen Elizabeth II Jubilee Hospital","Mar-23","4",3535,-9,69,35,2,15,31
"5070",34,22,"Queen Elizabeth II Jubilee Hospital","Mar-23","5",170,-32,79,45,5,5,56
"5071",35,22,"Queen Elizabeth II Jubilee Hospital","Mar-23","All",15917,4,69,16,1,40,36
"5072",36,28,"Redland Hospital","Mar-23","1",173,15,100,0,0,67,17
"5073",37,28,"Redland Hospital","Mar-23","2",2608,0,72,7,0,55,53
"5074",38,28,"Redland Hospital","Mar-23","3",7552,2,68,16,2,34,43
"5075",39,28,"Redland Hospital","Mar-23","4",4133,14,76,21,3,10,44
"5076",40,28,"Redland Hospital","Mar-23","5",477,0,91,28,5,5,56
"5077",41,28,"Redland Hospital","Mar-23","All",14943,5,72,13,2,31,45
"5078",42,29,"Logan Hospital","Mar-23","1",350,36,100,0,0,77,34
"5079",43,29,"Logan Hospital","Mar-23","2",7869,4,55,10,1,62,57
"5080",44,29,"Logan Hospital","Mar-23","3",13171,11,61,22,2,45,49
"5081",45,29,"Logan Hospital","Mar-23","4",5035,5,76,25,5,18,47
"5082",46,29,"Logan Hospital","Mar-23","5",664,-7,89,30,11,6,46
"5083",47,29,"Logan Hospital","Mar-23","All",27089,8,63,17,2,44,52
"5084",48,30,"Caboolture Hospital","Mar-23","1",89,71,100,0,0,75,37
"5085",49,30,"Caboolture Hospital","Mar-23","2",3241,-3,71,8,0,54,25
"5086",50,30,"Caboolture Hospital","Mar-23","3",9163,5,59,24,2,40,20
"5087",51,30,"Caboolture Hospital","Mar-23","4",3754,13,80,27,3,17,27
"5088",52,30,"Caboolture Hospital","Mar-23","5",258,-18,95,24,6,7,56
"5089",53,30,"Caboolture Hospital","Mar-23","All",16505,5,67,20,2,37,22
"5090",54,32,"Sunshine Coast University Hospital","Mar-23","1",238,12,100,0,0,77,45
"5091",55,32,"Sunshine Coast University Hospital","Mar-23","2",4971,6,70,8,0,58,37
"5092",56,32,"Sunshine Coast University Hospital","Mar-23","3",10864,6,72,15,1,44,32
"5093",57,32,"Sunshine Coast University Hospital","Mar-23","4",6243,3,75,26,4,18,34
"5094",58,32,"Sunshine Coast University Hospital","Mar-23","5",622,-40,90,32,8,8,23
"5095",59,32,"Sunshine Coast University Hospital","Mar-23","All",22938,3,73,14,2,39,34
"5096",60,41,"Beaudesert Hospital","Mar-23","1",10,11,100,1,0,10,100
"5097",61,41,"Beaudesert Hospital","Mar-23","2",457,9,77,6,0,10,20
"5098",62,41,"Beaudesert Hospital","Mar-23","3",1250,17,90,9,3,7,27
"5099",63,41,"Beaudesert Hospital","Mar-23","4",1814,-3,96,7,6,3,16
"5100",64,41,"Beaudesert Hospital","Mar-23","5",404,3,97,5,5,1,100
"5101",65,41,"Beaudesert Hospital","Mar-23","All",3935,5,92,7,4,5,25
"5102",66,42,"Boonah Hospital","Mar-23","1",3,-40,100,0,0,0,NA
"5103",67,42,"Boonah Hospital","Mar-23","2",111,9,95,0,1,13,79
"5104",68,42,"Boonah Hospital","Mar-23","3",328,25,98,0,1,7,64
"5105",69,42,"Boonah Hospital","Mar-23","4",367,-2,99,0,2,7,75
"5106",70,42,"Boonah Hospital","Mar-23","5",140,1,97,0,2,2,67
"5107",71,42,"Boonah Hospital","Mar-23","All",949,8,98,0,1,7,71
"5108",72,43,"Caloundra Hospital","Mar-23","1",1,NA,100,0,0,0,NA
"5109",73,43,"Caloundra Hospital","Mar-23","2",149,303,87,6,0,0,NA
"5110",74,43,"Caloundra Hospital","Mar-23","3",464,322,82,18,0,0,NA
"5111",75,43,"Caloundra Hospital","Mar-23","4",3640,411,65,43,3,0,NA
"5112",76,43,"Caloundra Hospital","Mar-23","5",1544,200,90,45,5,0,NA
"5113",77,43,"Caloundra Hospital","Mar-23","All",5798,322,73,37,3,0,NA
"5114",78,44,"Esk Hospital","Mar-23","1",2,-33,100,0,0,0,NA
"5115",79,44,"Esk Hospital","Mar-23","2",120,1,95,0,0,31,89
"5116",80,44,"Esk Hospital","Mar-23","3",200,-5,95,0,1,14,81
"5117",81,44,"Esk Hospital","Mar-23","4",324,1,97,0,2,8,67
"5118",82,44,"Esk Hospital","Mar-23","5",119,2,100,1,5,3,100
"5119",83,44,"Esk Hospital","Mar-23","All",765,-1,97,0,2,12,81
"5120",84,45,"Gatton Hospital","Mar-23","1",6,-14,100,0,0,0,NA
"5121",85,45,"Gatton Hospital","Mar-23","2",246,-6,85,3,0,22,87
"5122",86,45,"Gatton Hospital","Mar-23","3",741,4,90,5,1,9,71
"5123",87,45,"Gatton Hospital","Mar-23","4",1134,19,96,7,3,3,76
"5124",88,45,"Gatton Hospital","Mar-23","5",314,1,99,8,7,2,80
"5125",89,45,"Gatton Hospital","Mar-23","All",2441,9,93,6,3,6,78
"5126",90,46,"Kilcoy Hospital","Mar-23","1",6,NA,83,0,0,0,NA
"5127",91,46,"Kilcoy Hospital","Mar-23","2",58,-30,90,0,0,19,64
"5128",92,46,"Kilcoy Hospital","Mar-23","3",173,7,86,0,1,13,77
"5129",93,46,"Kilcoy Hospital","Mar-23","4",268,4,94,4,4,7,58
"5130",94,46,"Kilcoy Hospital","Mar-23","5",256,-85,99,5,4,1,33
"5131",95,46,"Kilcoy Hospital","Mar-23","All",761,-65,93,1,3,7,65
"5132",96,47,"Laidley Hospital","Mar-23","1",23,283,100,0,0,0,NA
"5133",97,47,"Laidley Hospital","Mar-23","2",311,-10,92,0,1,13,59
"5134",98,47,"Laidley Hospital","Mar-23","3",552,9,94,0,2,7,73
"5135",99,47,"Laidley Hospital","Mar-23","4",709,21,95,1,4,4,66
"5136",100,47,"Laidley Hospital","Mar-23","5",342,17,97,1,7,4,92
"5137",101,47,"Laidley Hospital","Mar-23","All",1937,11,94,0,4,6,69
"5138",102,48,"Maleny Hospital","Mar-23","1",11,57,100,0,0,36,75
"5139",103,48,"Maleny Hospital","Mar-23","2",124,19,92,0,0,26,91
"5140",104,48,"Maleny Hospital","Mar-23","3",264,22,93,6,1,16,84
"5141",105,48,"Maleny Hospital","Mar-23","4",479,34,94,13,1,9,88
"5142",106,48,"Maleny Hospital","Mar-23","5",420,24,98,15,1,3,100
"5143",107,48,"Maleny Hospital","Mar-23","All",1298,27,95,10,1,10,88
"5144",108,49,"Nambour Hospital","Mar-23","1",43,23,100,0,0,53,48
"5145",109,49,"Nambour Hospital","Mar-23","2",2130,-2,69,8,0,38,50
"5146",110,49,"Nambour Hospital","Mar-23","3",6167,10,80,14,1,30,36
"5147",111,49,"Nambour Hospital","Mar-23","4",5864,15,85,17,2,9,41
"5148",112,49,"Nambour Hospital","Mar-23","5",1008,13,93,20,7,1,38
"5149",113,49,"Nambour Hospital","Mar-23","All",15212,10,81,14,2,21,41
"5150",114,61,"Biggenden Hospital","Mar-23","1",1,0,100,0,0,100,100
"5151",115,61,"Biggenden Hospital","Mar-23","2",21,-13,100,0,0,81,100
"5152",116,61,"Biggenden Hospital","Mar-23","3",67,6,98,0,0,45,100
"5153",117,61,"Biggenden Hospital","Mar-23","4",198,15,99,0,1,11,95
"5154",118,61,"Biggenden Hospital","Mar-23","5",108,32,100,0,0,4,100
"5155",119,61,"Biggenden Hospital","Mar-23","All",395,15,99,0,0,18,99
"5156",120,62,"Bundaberg Hospital","Mar-23","1",33,-21,100,0,0,67,18
"5157",121,62,"Bundaberg Hospital","Mar-23","2",2036,39,39,15,1,48,29
"5158",122,62,"Bundaberg Hospital","Mar-23","3",5716,8,46,35,5,32,19
"5159",123,62,"Bundaberg Hospital","Mar-23","4",3810,-1,53,56,13,9,27
"5160",124,62,"Bundaberg Hospital","Mar-23","5",270,-50,81,44,19,2,17
"5161",125,62,"Bundaberg Hospital","Mar-23","All",11865,6,47,35,7,27,23
"5162",126,63,"Cherbourg Hospital","Mar-23","1",3,-40,100,0,0,0,NA
"5163",127,63,"Cherbourg Hospital","Mar-23","2",82,74,79,2,0,28,74
"5164",128,63,"Cherbourg Hospital","Mar-23","3",275,41,78,9,4,22,75
"5165",129,63,"Cherbourg Hospital","Mar-23","4",675,46,81,18,13,8,66
"5166",130,63,"Cherbourg Hospital","Mar-23","5",607,-12,95,16,14,1,86
"5167",131,63,"Cherbourg Hospital","Mar-23","All",1642,17,85,14,11,9,72
"5168",132,64,"Childers Hospital","Mar-23","1",3,200,100,0,0,0,NA
"5169",133,64,"Childers Hospital","Mar-23","2",90,157,91,0,0,57,100
"5170",134,64,"Childers Hospital","Mar-23","3",293,94,92,0,2,26,94
"5171",135,64,"Childers Hospital","Mar-23","4",369,-5,94,0,3,9,89
"5172",136,64,"Childers Hospital","Mar-23","5",149,-35,98,0,6,5,86
"5173",137,64,"Childers Hospital","Mar-23","All",904,12,94,0,3,19,94
"5174",138,65,"Eidsvold Hospital","Mar-23","1",0,NA,NA,0,NA,NA,NA
"5175",139,65,"Eidsvold Hospital","Mar-23","2",17,55,94,0,0,88,100
"5176",140,65,"Eidsvold Hospital","Mar-23","3",32,52,100,0,3,38,100
"5177",141,65,"Eidsvold Hospital","Mar-23","4",78,77,99,0,1,26,100
"5178",142,65,"Eidsvold Hospital","Mar-23","5",34,6,100,0,0,3,100
"5179",143,65,"Eidsvold Hospital","Mar-23","All",161,49,99,0,1,30,100
"5180",144,66,"Gayndah Hospital","Mar-23","1",5,NA,100,0,0,80,100
"5181",145,66,"Gayndah Hospital","Mar-23","2",32,52,97,0,0,53,100
"5182",146,66,"Gayndah Hospital","Mar-23","3",116,21,98,0,0,34,100
"5183",147,66,"Gayndah Hospital","Mar-23","4",213,44,100,0,0,15,100
"5184",148,66,"Gayndah Hospital","Mar-23","5",130,69,100,0,2,8,91
"5185",149,66,"Gayndah Hospital","Mar-23","All",496,45,99,0,0,21,99
"5186",150,67,"Gin Gin Hospital","Mar-23","1",6,500,83,0,0,83,100
"5187",151,67,"Gin Gin Hospital","Mar-23","2",23,15,87,0,0,52,100
"5188",152,67,"Gin Gin Hospital","Mar-23","3",138,38,96,5,1,23,100
"5189",153,67,"Gin Gin Hospital","Mar-23","4",289,-12,96,5,1,10,100
"5190",154,67,"Gin Gin Hospital","Mar-23","5",372,40,98,14,3,5,94
"5191",155,67,"Gin Gin Hospital","Mar-23","All",828,16,96,5,2,12,99
"5192",156,68,"Gympie Hospital","Mar-23","1",26,-10,100,0,0,31,38
"5193",157,68,"Gympie Hospital","Mar-23","2",1138,7,75,6,0,48,48
"5194",158,68,"Gympie Hospital","Mar-23","3",3250,3,59,24,2,27,35
"5195",159,68,"Gympie Hospital","Mar-23","4",3306,9,77,26,4,7,39
"5196",160,68,"Gympie Hospital","Mar-23","5",457,3,95,19,4,2,67
"5197",161,68,"Gympie Hospital","Mar-23","All",8177,6,70,20,3,21,40
"5198",162,69,"Hervey Bay Hospital","Mar-23","1",59,-8,100,0,0,64,34
"5199",163,69,"Hervey Bay Hospital","Mar-23","2",1453,9,87,4,0,54,37
"5200",164,69,"Hervey Bay Hospital","Mar-23","3",4370,10,56,26,4,39,30
"5201",165,69,"Hervey Bay Hospital","Mar-23","4",4341,-2,68,31,8,18,32
"5202",166,69,"Hervey Bay Hospital","Mar-23","5",474,-34,89,21,9,6,43
"5203",167,69,"Hervey Bay Hospital","Mar-23","All",10697,2,67,20,5,31,32
"5204",168,70,"Kingaroy Hospital","Mar-23","1",57,39,100,0,0,28,38
"5205",169,70,"Kingaroy Hospital","Mar-23","2",596,16,62,8,1,33,37
"5206",170,70,"Kingaroy Hospital","Mar-23","3",1732,13,65,21,2,21,34
"5207",171,70,"Kingaroy Hospital","Mar-23","4",2182,21,72,31,6,7,42
"5208",172,70,"Kingaroy Hospital","Mar-23","5",1281,42,92,31,6,2,70
"5209",173,70,"Kingaroy Hospital","Mar-23","All",5848,22,73,24,4,13,38
"5210",174,71,"Maryborough Hospital","Mar-23","1",29,-6,100,0,0,7,0
"5211",175,71,"Maryborough Hospital","Mar-23","2",902,10,84,6,0,6,21
"5212",176,71,"Maryborough Hospital","Mar-23","3",2221,5,53,29,2,6,24
"5213",177,71,"Maryborough Hospital","Mar-23","4",2706,3,57,49,7,2,25
"5214",178,71,"Maryborough Hospital","Mar-23","5",318,-15,86,34,11,1,75
"5215",179,71,"Maryborough Hospital","Mar-23","All",6176,4,61,27,4,4,24
"5216",180,72,"Monto Hospital","Mar-23","1",2,100,100,0,0,100,100
"5217",181,72,"Monto Hospital","Mar-23","2",27,-27,89,0,0,85,100
"5218",182,72,"Monto Hospital","Mar-23","3",58,-15,100,0,0,48,100
"5219",183,72,"Monto Hospital","Mar-23","4",182,34,100,0,2,22,100
"5220",184,72,"Monto Hospital","Mar-23","5",52,-7,100,0,4,4,100
"5221",185,72,"Monto Hospital","Mar-23","All",321,8,99,0,2,30,100
"5222",186,74,"Mundubbera Hospital","Mar-23","1",1,NA,100,0,0,0,NA
"5223",187,74,"Mundubbera Hospital","Mar-23","2",13,-35,100,0,0,85,100
