"","age","cups","where_drink","purchase_other","favourite","favorite_specify","additions","additions_other","sweetener","style","strength","roast_level","caffeine","expertise","coffee_a_bitterness","coffee_a_acidity","coffee_a_personal_preference","coffee_b_bitterness","coffee_b_acidity","coffee_b_personal_preference","coffee_c_bitterness","coffee_c_acidity","coffee_c_personal_preference","coffee_d_bitterness","coffee_d_acidity","coffee_d_personal_preference","prefer_abc","prefer_ad","prefer_overall","wfh","total_spend","know_source","most_paid","most_willing","value_cafe","spent_equipment","value_equipment","gender","education_level","employment_status","number_children","political_affiliation"
"2379","35-44 years old","1","On the go, At a cafe, At home, At the office",NA,"Latte",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Fruity","Medium","Light","Full caffeine",5,3,3,2,4,1,3,3,2,4,1,4,5,"Coffee C","Coffee D","Coffee D","I do a mix of both","$20-$40","Yes","$8-$10","More than $20","Yes","More than $1,000","Yes","Male","Bachelor's degree","Employed full-time","None","Democrat"
"2380","18-24 years old","1","At home",NA,"Regular drip coffee",NA,"No - just black",NA,NA,"Caramalized","Somewhat strong","Dark","Full caffeine",4,3,5,1,5,1,5,4,2,3,3,3,4,"Coffee B","Coffee D","Coffee B","I do a mix of both","$20-$40","No","$2-$4","$4-$6","Yes","$100-$300","Yes","Male","Bachelor's degree","Employed full-time","None","Democrat"
"2381","35-44 years old","3","At home, At the office, At a cafe",NA,"Pourover",NA,"No - just black",NA,NA,"Sweet","Somewhat strong","Medium","Full caffeine",6,1,4,5,4,2,2,4,2,4,3,5,3,"Coffee C","Coffee A","Coffee A","I primarily work in person","$40-$60","No","$8-$10","$8-$10","Yes","$500-$1000","Yes","Male","Doctorate or professional degree","Employed full-time","None","No affiliation"
"2382","35-44 years old","2","At home, At the office",NA,"Pourover",NA,"No - just black",NA,NA,"Bright","Medium","Light","Full caffeine",7,2,3,4,3,3,3,4,1,3,1,5,5,"Coffee A","Coffee D","Coffee D","I do a mix of both",">$100","Yes","$8-$10","More than $20","No","$20-$50","Yes","Male","Bachelor's degree","Employed full-time","3","Independent"
"2383","35-44 years old","1","At the office",NA,"Cortado",NA,"No - just black",NA,NA,"Fruity","Somewhat strong","Medium","Full caffeine",4,1,4,4,3,1,3,4,2,2,2,3,4,"Coffee A","Coffee D","Coffee D","I primarily work in person","$20-$40","Yes","$6-$8","More than $20","No","$500-$1000","Yes","Male","Bachelor's degree","Employed full-time","2","No affiliation"
"2384","35-44 years old","2","At home, At the office",NA,"Cappuccino",NA,"Milk, dairy alternative, or coffee creamer, No - just black",NA,NA,"Full Bodied","Somewhat strong","Light","Full caffeine",7,2,1,3,5,2,3,2,4,5,4,5,2,"Coffee C","Coffee A","Coffee C","I do a mix of both","$40-$60","Yes","$8-$10","More than $20","Yes","More than $1,000","Yes","Male","Master's degree","Employed full-time","2","No affiliation"
"2385","18-24 years old","Less than 1","At a cafe",NA,"Cortado",NA,"Other","Don't drink coffee only espresso",NA,"Chocolatey","Somewhat strong","Dark","Full caffeine",2,2,2,1,4,2,3,3,2,2,2,4,2,"Coffee B","Coffee A","Coffee B","I do a mix of both","<$20","No","$2-$4","$4-$6","No","Less than $20","Yes","Male","Bachelor's degree","Employed full-time","None","Democrat"
"2386","25-34 years old","Less than 1","At home, At a cafe",NA,"Cortado",NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,NA,"Fruity","Somewhat strong","Light","Full caffeine",4,1,5,4,5,2,3,4,3,3,3,4,5,"Coffee A","Coffee D","Coffee D","I primarily work in person","<$20","Yes","$6-$8","$6-$8","Yes","$50-$100","Yes","Male","Master's degree","Employed full-time","None","Democrat"
"2387","25-34 years old","Less than 1","At a cafe",NA,"Pourover",NA,"No - just black",NA,NA,"Full Bodied","Medium","Light","Full caffeine",6,3,4,3,1,1,4,2,3,4,1,2,3,"Coffee B","Coffee D","Coffee B","I do a mix of both","<$20","No","$6-$8","$8-$10","Yes","Less than $20","Yes","Male","Some college or associate's degree","Employed part-time","None","Democrat"
"2388","18-24 years old","1","At home, At the office",NA,"Other","cafe cubano","Milk, dairy alternative, or coffee creamer",NA,NA,"Chocolatey","Somewhat strong","Dark","Half caff",7,1,4,3,4,2,4,4,2,5,2,4,4,"Coffee C","Coffee D","Coffee C","I primarily work in person","<$20","Yes","$6-$8","$8-$10","Yes","More than $1,000","No","Female","High school graduate","Employed full-time","None","Independent"
"2389","35-44 years old","2","At home",NA,"Pourover",NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,NA,"Bold","Very strong","Nordic","Full caffeine",8,2,3,3,4,3,3,1,3,5,2,4,4,"Coffee C","Coffee D","Coffee C","I primarily work from home",">$100","Yes","More than $20","More than $20","Yes","More than $1,000","Yes","Male","Bachelor's degree","Employed full-time","1","Democrat"
"2390","35-44 years old","1","At home",NA,"Latte",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Chocolatey","Medium","Medium","Full caffeine",7,2,5,1,3,2,4,2,2,5,1,4,2,"Coffee C","Coffee D","Coffee C","I primarily work from home","$20-$40","Yes","$6-$8","$6-$8","Yes","$300-$500","Yes","Male","Bachelor's degree","Employed full-time","None","Democrat"
"2391","25-34 years old","2","At a cafe, At home",NA,"Pourover",NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,NA,"Fruity","Medium","Nordic","Full caffeine",8,2,4,5,3,2,4,5,1,1,1,5,5,"Coffee A","Coffee A","Coffee A","I do a mix of both","$40-$60","Yes","$15-$20","$15-$20","Yes","More than $1,000","Yes","Male","Doctorate or professional degree","Employed full-time","None","No affiliation"
"2392","55-64 years old","3","At home",NA,"Cold brew",NA,"No - just black",NA,NA,"Full Bodied","Very strong","Dark","Full caffeine",4,3,5,2,3,3,4,5,5,1,3,1,5,"Coffee B","Coffee D","Coffee D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2393","18-24 years old","3","At the office, At home",NA,"Latte",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Chocolatey","Very strong","Medium","Full caffeine",5,2,3,2,4,3,4,2,2,3,4,3,3,"Coffee B","Coffee D","Coffee B","I primarily work from home","$60-$80","Yes","$10-$15","$10-$15","No","More than $1,000","Yes","Male","Bachelor's degree","Employed full-time","None",NA
"2394","55-64 years old","3","At home, At the office, At a cafe",NA,"Cortado",NA,"No - just black",NA,NA,"Bold","Very strong","Medium","Full caffeine",8,2,4,2,3,3,1,3,4,4,2,4,5,"Coffee C","Coffee D","Coffee D","I primarily work in person","$20-$40","Yes","$6-$8","$6-$8","No","$100-$300","Yes","Female","Some college or associate's degree","Employed full-time","None",NA
"2395",">65 years old","2","At home",NA,"Other","infusion, using Clever or Technivorn","No - just black",NA,NA,"Chocolatey",NA,"Medium","Full caffeine",7,1,3,3,2,3,4,2,2,4,2,4,3,"Coffee B","Coffee A","Coffee B","I primarily work from home","$20-$40","Yes","$4-$6","$6-$8","No","More than $1,000","Yes","Male","Doctorate or professional degree","Retired","1","Democrat"
"2396","25-34 years old","1","At home",NA,"Cortado",NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,NA,"Bright","Medium","Light","Full caffeine",6,3,5,3,3,3,3,5,3,5,2,3,4,"Coffee C","Coffee D","Coffee C","I primarily work in person","$20-$40","Yes","$8-$10","$8-$10","Yes","$100-$300","Yes","Prefer not to say",NA,NA,NA,NA
"2397","45-54 years old","1","At home",NA,"Cappuccino",NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,NA,"Full Bodied","Medium","Medium","Full caffeine",3,2,5,2,3,2,3,4,1,3,3,3,4,"Coffee B","Coffee D","Coffee D","I primarily work from home","$40-$60","Yes","$6-$8","$8-$10","No","More than $1,000","Yes","Male","Master's degree","Employed full-time","2","No affiliation"
"2398","45-54 years old","2","At home",NA,"Pourover",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Chocolatey","Somewhat light","Light","Half caff",4,1,4,2,3,1,4,4,2,3,1,5,1,"Coffee B","Coffee A","Coffee B","I primarily work from home","<$20","No","$2-$4","$2-$4","No","Less than $20","Yes","Female","Bachelor's degree","Employed full-time","2","Democrat"
"2399","35-44 years old","2","At home",NA,"Cappuccino",NA,"Sugar or sweetener",NA,"Raw Sugar (Turbinado)","Nutty","Somewhat strong","Medium","Full caffeine",8,2,4,2,3,3,3,4,2,4,2,4,4,"Coffee C","Coffee D","Coffee C","I primarily work from home","$60-$80","Yes","$8-$10","More than $20","No","More than $1,000","Yes","Male","Less than high school","Employed full-time","None","Democrat"
"2400","45-54 years old","1","At home",NA,"Cappuccino",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Nutty","Somewhat light","Medium","Full caffeine",4,2,4,2,3,4,2,4,3,4,3,3,3,"Coffee C","Coffee D","Coffee C","I primarily work from home","$40-$60","Yes","$6-$8","$8-$10","No","More than $1,000","Yes","Female","Master's degree","Student","2","No affiliation"
"2401","35-44 years old","2","At a cafe, At home",NA,"Regular drip coffee",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Full Bodied","Medium","Medium","Full caffeine",7,1,3,2,3,1,3,2,2,4,1,4,1,"Coffee C","Coffee A","Coffee D","I primarily work from home","$40-$60","Yes","$4-$6","$6-$8","Yes","$300-$500","Yes","Female","Bachelor's degree","Employed full-time","None","No affiliation"
"2402","25-34 years old","2","At home",NA,"Cortado",NA,"No - just black",NA,NA,"Fruity","Somewhat strong","Light","Full caffeine",6,3,4,5,4,1,4,5,2,1,2,5,4,"Coffee A","Coffee A","Coffee A","I primarily work in person","$20-$40","Yes","$10-$15","More than $20","No","$500-$1000","Yes","Male","Bachelor's degree","Employed full-time","None","Democrat"
"2403","25-34 years old","1","At home, At a cafe",NA,"Espresso",NA,"No - just black",NA,NA,"Juicy","Medium","Medium","Full caffeine",8,1,4,3,2,3,2,2,2,4,1,3,4,"Coffee C","Coffee D","Coffee D","I primarily work in person","$80-$100","Yes","$8-$10","$10-$15","Yes","More than $1,000","Yes","Male","Bachelor's degree","Employed full-time","None","No affiliation"
"2404","25-34 years old","2","At a cafe, At home",NA,"Regular drip coffee",NA,"No - just black",NA,NA,"Sweet","Medium","Medium","Full caffeine",9,2,5,4,4,3,1,3,2,4,2,5,5,"Coffee C","Coffee D","Coffee C","I do a mix of both","$20-$40","Yes","$10-$15","More than $20","No","$300-$500","Yes","Male","Some college or associate's degree","Employed part-time","None","Democrat"
"2405","55-64 years old","3","At home",NA,"Regular drip coffee",NA,"Sugar or sweetener",NA,"Honey","Bold","Very strong","Dark","Full caffeine",5,1,1,2,2,1,1,2,1,2,1,1,1,"Coffee A","Coffee A","Coffee A","I primarily work from home","$20-$40","No","$2-$4","$2-$4","No","$100-$300","No","Male","High school graduate","Employed full-time","3","Republican"
"2406","45-54 years old","1","At home",NA,"Cappuccino",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Sweet","Medium","Medium","Full caffeine",2,3,5,1,4,4,1,3,4,3,3,5,2,"Coffee C","Coffee D","Coffee C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2407","55-64 years old","2","At home, At the office, At a cafe, On the go",NA,"Cappuccino",NA,"No - just black",NA,NA,"Fruity","Medium","Light","Full caffeine",7,3,3,3,2,3,2,3,4,3,2,2,1,"Coffee C","Coffee A","Coffee C","I primarily work in person","$20-$40","Yes","$4-$6","$6-$8","Yes","More than $1,000","Yes","Male","Some college or associate's degree","Employed full-time","None","No affiliation"
"2408","25-34 years old","1","At home",NA,"Latte",NA,"No - just black",NA,NA,"Fruity","Somewhat strong","Light","Full caffeine",3,1,4,3,4,1,4,3,2,2,2,4,5,"Coffee B","Coffee D","Coffee D","I primarily work in person","$40-$60","Yes","$6-$8","$6-$8","Yes","$500-$1000","Yes","Female","Bachelor's degree","Employed part-time","None","No affiliation"
"2409","45-54 years old","3","On the go, At home",NA,"Americano",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Caramalized","Very strong","Medium","Full caffeine",4,2,4,4,3,2,5,4,2,3,2,3,2,"Coffee B","Coffee A","Coffee B",NA,"$80-$100","No","$8-$10","$10-$15","No","$500-$1000","Yes","Female","Bachelor's degree","Retired","More than 3","Republican"
"2410","25-34 years old","2","At home",NA,"Regular drip coffee",NA,"No - just black",NA,NA,"Full Bodied","Very strong","Dark","Full caffeine",7,3,4,2,3,2,4,2,3,5,4,4,1,"Coffee C","Coffee A","Coffee C","I primarily work from home","$20-$40","No","$4-$6","$4-$6","No","$300-$500","Yes","Male","Bachelor's degree","Employed full-time","None","Democrat"
"2411","35-44 years old","2","At the office",NA,"Blended drink (e.g. Frappuccino)",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Chocolatey","Somewhat strong","Medium","Full caffeine",4,1,1,4,2,1,2,4,3,2,3,5,1,"Coffee A","Coffee A","Coffee B","I primarily work in person","$40-$60","No","$8-$10","$8-$10","Yes","$20-$50","No","Female",NA,NA,NA,NA
"2412","45-54 years old","1","At home",NA,"Cappuccino",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Fruity","Medium","Medium","Full caffeine",2,2,4,2,2,2,4,4,4,3,4,2,2,"Coffee B","Coffee D","Coffee B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2413","25-34 years old","2","At home, On the go",NA,"Regular drip coffee",NA,"No - just black",NA,NA,"Juicy","Somewhat strong","Light","Full caffeine",6,2,2,4,5,1,1,1,4,5,3,2,3,"Coffee C","Coffee A","Coffee C","I primarily work in person","$20-$40","Yes","$6-$8","$10-$15","Yes","$100-$300","Yes","Male","Bachelor's degree","Employed part-time","None","Independent"
"2414","35-44 years old","1","At the office",NA,"Other","AeroPress","No - just black",NA,NA,"Fruity","Somewhat strong","Light","Full caffeine",8,2,5,5,3,2,3,2,3,4,2,4,5,"Coffee A","Coffee D","Coffee D","I do a mix of both","$40-$60","Yes","$6-$8","$15-$20","Yes","$300-$500","Yes","Male","Doctorate or professional degree","Student","None","No affiliation"
"2415","25-34 years old","1","At home",NA,"Cappuccino",NA,"No - just black",NA,NA,"Fruity","Very strong","Light","Full caffeine",3,2,4,2,3,2,4,3,3,3,2,3,5,"Coffee C","Coffee D","Coffee D","I primarily work from home","$40-$60","Yes","$4-$6","$4-$6","Yes","$500-$1000","Yes","Male","Bachelor's degree","Employed full-time","None","No affiliation"
"2416","25-34 years old","1","At home",NA,"Regular drip coffee",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Bright","Medium","Medium","Full caffeine",3,2,4,3,4,2,3,2,2,4,2,5,1,"Coffee C","Coffee A","Coffee C","I primarily work in person","<$20","No","$6-$8","$6-$8","No","$50-$100","No","Female","Bachelor's degree","Employed full-time","None","No affiliation"
"2417","45-54 years old","2","At home, At a cafe",NA,"Pourover",NA,"Milk, dairy alternative, or coffee creamer",NA,NA,"Chocolatey","Very strong","Dark","Full caffeine",7,4,5,3,3,2,4,5,2,5,3,5,1,"Coffee C","Coffee A","Coffee C","I primarily work in person","$40-$60","No","$6-$8","$6-$8","No","$100-$300","Yes","Female","Bachelor's degree","Employed full-time","3","Republican"
"2418","25-34 years old","1","At home, At the office",NA,"Iced coffee",NA,"Milk, dairy alternative, or coffee creamer, Flavor syrup",NA,NA,"Chocolatey","Medium","Medium","Full caffeine",3,2,3,4,3,1,2,4,2,3,3,5,2,"Coffee A","Coffee A","Coffee A","I primarily work in person","$40-$60","No","$6-$8","$8-$10","Yes","$300-$500","Yes","Female","Master's degree","Employed full-time","None","Democrat"
"2419","35-44 years old","3","At home",NA,"Latte",NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,NA,"Fruity","Somewhat strong","Light","Full caffeine",8,2,4,4,3,2,5,4,2,2,1,5,4,"Coffee B","Coffee D","Coffee C","I primarily work from home","$60-$80","Yes","$6-$8","$10-$15","Yes","$500-$1000","Yes","Male","Bachelor's degree","Employed full-time","1","Democrat"
"2420","18-24 years old","2","At home, At a cafe",NA,"Cortado",NA,"No - just black",NA,NA,"Full Bodied","Somewhat strong","Dark","Full caffeine",4,1,4,1,1,3,4,1,1,5,1,4,4,"Coffee B","Coffee D","Coffee B","I primarily work in person","$20-$40","Yes","$4-$6","$6-$8","Yes","$500-$1000","Yes","Male","Some college or associate's degree","Student","None","Independent"
"2421","18-24 years old","Less than 1","At home",NA,"Pourover",NA,"Sugar or sweetener",NA,"Granulated Sugar","Bold","Very strong","Dark","Full caffeine",2,4,3,2,2,1,4,5,1,2,5,5,1,"Coffee B","Coffee A","Coffee B","I primarily work in person","<$20","No","Less than $2","Less than $2","No","Less than $20","Yes","Male","High school graduate","Employed full-time","None","Republican"
"2422","45-54 years old","3","At home, At the office",NA,"Cortado",NA,"No - just black",NA,NA,"Full Bodied","Somewhat strong","Light","Full caffeine",7,2,3,1,3,4,3,2,2,4,4,2,2,"Coffee C","Coffee D","Coffee C","I primarily work in person","$80-$100","Yes","$10-$15","$15-$20","Yes","$500-$1000","Yes","Male","High school graduate","Employed full-time","None","No affiliation"
"2423","18-24 years old","2","At home",NA,"Pourover",NA,"No - just black",NA,NA,"Fruity","Very strong","Medium","Full caffeine",7,2,4,5,4,2,2,2,3,4,2,5,4,"Coffee A","Coffee A","Coffee A","I do a mix of both","$20-$40","Yes","$8-$10","$8-$10","No","$500-$1000","Yes","Male","Bachelor's degree","Student","None","Democrat"
"2424","55-64 years old","2","At the office, At home",NA,"Cortado",NA,"No - just black",NA,NA,"Fruity","Medium","Medium","Half caff",6,3,3,3,3,2,3,3,2,2,3,2,2,"Coffee A","Coffee A","Coffee A","I primarily work from home","$20-$40","Yes","$6-$8","$10-$15","Yes","$50-$100","Yes","Male","Bachelor's degree","Employed part-time","None","Independent"
"2425","18-24 years old","Less than 1","At a cafe, At the office, At home",NA,"Cortado",NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,NA,"Bright","Somewhat strong","Medium","Full caffeine",1,2,5,1,4,3,2,2,1,3,2,4,4,"Coffee C","Coffee D","Coffee D","I primarily work in person","$20-$40","Yes","$8-$10","$10-$15","No","More than $1,000","Yes","Male","Bachelor's degree","Employed full-time","None","Independent"
"2426","35-44 years old","2","At home, On the go, At a cafe",NA,"Pourover",NA,"No - just black",NA,NA,"Fruity","Somewhat light","Light","Full caffeine",6,1,3,4,3,2,2,3,2,1,4,2,4,"Coffee A","Coffee A","Coffee A","I primarily work from home","$40-$60","Yes","$8-$10","$6-$8","Yes","$300-$500","Yes","Male","Some college or associate's degree",NA,"None",NA
"2427","25-34 years old","3","At the office, At home",NA,"Pourover",NA,"No - just black",NA,NA,"Nutty","Medium","Light","Full caffeine",6,1,5,2,5,1,5,3,2,2,1,4,5,"Coffee B","Coffee D","Coffee B","I do a mix of both","$40-$60","Yes","$10-$15","More than $20","No","$500-$1000","Yes","Female","Bachelor's degree","Employed full-time","None","Democrat"
"2428","<18 years old","Less than 1","On the go, At a cafe, At home",NA,"Latte",NA,"Flavor syrup, Milk, dairy alternative, or coffee creamer",NA,NA,"Chocolatey","Somewhat strong","Dark","Full caffeine",4,4,5,1,3,2,3,4,1,4,2,5,1,"Coffee C","Coffee D","Coffee C","I primarily work in person","<$20","No","$6-$8","$8-$10","Yes","Less than $20","Yes","Female","Less than high school","Employed part-time","None","Republican"
"2429","25-34 years old","2","At home, At a cafe, At the office",NA,"Cappuccino",NA,"No - just black",NA,NA,"Fruity","Medium","Light","Full caffeine",7,2,4,2,4,2,4,3,3,3,2,5,4,"Coffee B","Coffee D","Coffee D",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2430","35-44 years old","2","At home, At the office",NA,"Cappuccino",NA,"Milk, dairy alternative, or coffee creamer, No - just black",NA,NA,"Full Bodied","Medium","Italian","Full caffeine",4,2,5,4,3,3,3,3,4,2,3,5,5,"Coffee A","Coffee D","Coffee C","I primarily work in person","<$20","No","$4-$6","$4-$6","Yes","Less than $20","Yes","Male","Doctorate or professional degree","Employed full-time","None","No affiliation"
